Gene,Variation
DCTPP1,0.35689937338864003
DCUN1D1,0.17172097788165971
DCUN1D5,0.2360012723408903
DCXR,0.3070991539639675
DDAH1,0.3798283498858199
DDAH2,0.24550620146245242
DDB1,0.11465020905224874
DDI2,0.21544915279868332
DDOST,0.12994961524783236
DDR1,0.21112794905621837
DDRGK1,0.1929980504842798
DDT,0.32431143585204264
DDX1,0.11710412947579707
DDX10,0.1784039219550294
DDX17,0.11243800237630154
DDX18,0.18135316057893983
DDX20,0.179984102396616
DDX21,0.22193961656523933
DDX23,0.15131314156181133
DDX24,0.2118907801674067
DDX27,0.17644516173290367
DDX31,0.1723457190138474
DDX39A,0.2943493814611141
DDX39B,0.12284185551438699
DDX3X,0.1534133616482666
DDX41,0.16034222669303103
DDX42,0.1260485990498308
DDX46,0.11235152308765176
DDX47,0.20807542549423075
DDX5,0.1762309162847985
DDX50,0.1826956307313137
DDX51,0.13452851525956477
DDX52,0.16627645863911325
DDX54,0.21779436447492947
DDX58,0.36045381425140227
DDX6,0.12885702898474274
DDX60,0.29394323772126946
DECR1,0.21433399564144592
DEF6,0.25281036157881936
DEFA1,1.2269172343888939
DEK,0.3386261084658827
DENND2D,0.24225140640189458
DENND4C,0.1816150884973802
DENR,0.1645551511994014
DEPTOR,0.29773253221339746
DERA,0.18785544625637574
DES,1.2796958976563613
DFFA,0.1887592886514876
DFNA5,0.2551627873036346
DGAT1,0.20420335697128109
DHCR24,0.5113334600673534
DHCR7,0.33324631156079243
DHRS1,0.30841836688647933
DHRS4,0.31076518444089374
DHRS7,0.21904851331723227
DHRS7B,0.20113838403654852
DHTKD1,0.3100555147935819
DHX15,0.12359066016691837
DHX16,0.1489506619168683
DHX29,0.16817319146193113
DHX30,0.15868024096347544
DHX36,0.1472825026644398
DHX38,0.16612989591012206
DHX57,0.19832615698088785
DHX8,0.15666073527924013
DHX9,0.10791031662068229
DIABLO,0.2570125129813749
DIAPH1,0.22110066472974008
DICER1,0.1956962261345974
DIDO1,0.1721305530819176
DIEXF,0.17647510047594947
DIMT1,0.17201146793852481
DIP2B,0.16123560528485342
DIS3,0.19959459432604834
DIS3L2,0.16135366164363232
DKC1,0.1870306430990476
DLAT,0.24878806628084998
DLD,0.21779041861194506
DLG1,0.18866436330473624
DLG3,0.17545125736830777
DLGAP4,0.1885838495444463
DLST,0.24149321503423749
DMAP1,0.15419129455619424
DNAAF5,0.19566903534567737
DNAJA1,0.14396643314546567
DNAJA2,0.14693311627370584
DNAJA3,0.3324445076933221
DNAJB1,0.20639143917437067
DNAJB11,0.19331244466939648
DNAJB12,0.18019457756006926
DNAJB4,0.2224345289695005
DNAJB6,0.215989568303459
DNAJC10,0.26175482886344975
DNAJC11,0.1717519510586179
DNAJC13,0.12605813853044315
DNAJC16,0.23659426045767468
DNAJC17,0.18322184709635592
DNAJC19,0.23854263804250503
DNAJC2,0.165549611073964
DNAJC3,0.20525098936976693
DNAJC5,0.21051585871712195
DNAJC7,0.1645020963116264
DNAJC8,0.16791999810451483
DNAJC9,0.21715744141204427
DNASE2,0.26588787263464303
DNM1L,0.16920125683017068
DNM2,0.1434750782573109
DNMT1,0.3006114371878334
DNPEP,0.20205883586152007
DNPH1,0.24255862614767668
DNTTIP1,0.15642212450989082
DNTTIP2,0.13610076740629604
DOCK1,0.2089257693705401
DOCK10,0.2553502838523221
DOCK11,0.3216935320457833
DOCK2,0.2853435517076074
DOCK6,0.23209634651915922
DOCK7,0.12562499163780952
DOCK9,0.23408091207099652
DOPEY2,0.29570914199494897
DPAGT1,0.2550809674168323
DPCD,0.2749818967885266
DPF2,0.19552681294546764
DPM1,0.21695388316396047
DPP3,0.1876925998163722
DPP4,0.6043875889510151
DPP7,0.38139979730247425
DPP9,0.16726499727459943
DPT,0.552193129219067
DPYD,0.29860208502398344
DPYSL2,0.27051041229439265
DPYSL3,0.32060238923711376
DR1,0.17947321115737666
DRG1,0.16355581926454899
DRG2,0.13602586718764645
DSC2,0.3500205689707424
DSCR3,0.12153985909812128
DSG2,0.2886785199782871
DSP,0.27806543903092146
DSTN,0.18799711954511114
DTD1,0.25332776592445805
DTNBP1,0.14679956374833372
DTX3L,0.22658951304480293
DTYMK,0.1708459598104825
DUSP23,0.20079071493896186
DUSP3,0.18031048501808897
DUT,0.3405793279194219
DYNC1H1,0.12064303089067828
DYNC1I2,0.10495370575389039
DYNC1LI1,0.17294005915224536
DYNC1LI2,0.11929686786099108
DYNLL1,0.1374337397494542
DYNLT1,0.180548546897737
EARS2,0.28414548634631115
EBNA1BP2,0.19255421369038034
ECE1,0.2548431088600601
ECH1,0.36505167674378575
ECHDC1,0.21758731042801424
ECHDC3,0.44415712499626203
ECHS1,0.3011731559298647
ECI1,0.3022313983971587
ECI2,0.29433872191898136
ECM1,0.48345632413734463
EDC3,0.16023287550863136
EDC4,0.11875912063877034
EDF1,0.19208434383153378
EEA1,0.19557210632808472
EED,0.23929002611517863
EEF1A1,0.16622014728279333
EEF1B2,0.16243845063519313
EEF1D,0.1441770260457921
EEF1E1,0.2218978057809561
EEF1G,0.1556187531554009
EEF2,0.10383328824204144
EEFSEC,0.1574710939537034
EFEMP1,0.44800096563240865
EFEMP2,0.41755135368286267
EFHD1,0.5720066920832579
EFHD2,0.22453655590875768
EFL1,0.22278825655942158
EFTUD2,0.10454195120803728
EGFR,0.22289561979203568
EGLN1,0.19970860065845505
EHD1,0.1773987103733809
EHD2,0.5003884052322892
EHD4,0.1484693767262322
EHHADH,0.2798414867001002
EHMT2,0.16719349105890544
EIF1,0.12766178312857557
EIF1AX,0.21041134278497045
EIF2A,0.164640637514584
EIF2AK2,0.20400688316227808
EIF2AK4,0.1582165919508502
EIF2B1,0.13831984886722334
EIF2B2,0.14862409431829726
EIF2B3,0.1325433811681141
EIF2B4,0.13645939358707102
EIF2B5,0.14753493514924101
EIF2D,0.20639232577273578
EIF2S1,0.12145478082028917
EIF2S2,0.11422259991277278
EIF2S3,0.12423005590470768
EIF3A,0.10007983409308206
EIF3B,0.09880850710299147
EIF3C,0.08742002558274738
EIF3D,0.10356392519702776
EIF3E,0.09206587089532911
EIF3F,0.10129043521314376
EIF3G,0.11737203599529579
EIF3H,0.08729229216934338
EIF3I,0.09801550656151437
EIF3J,0.1657955558998613
EIF3K,0.17289889121736907
EIF3L,0.11139562618482292
EIF3M,0.15643633652031336
EIF4A1,0.11208016066441542
EIF4A2,0.15398183822457445
EIF4A3,0.1162011858417342
EIF4B,0.18670928332427586
EIF4E,0.13503058154948203
EIF4G1,0.14632443126988515
EIF4G2,0.1906569416210578
EIF4G3,0.1746280977040663
EIF4H,0.13603127090043587
EIF5,0.1956975809262095
EIF5A,0.20947037778523997
EIF5B,0.14660864675828134
EIF6,0.152288750599614
ELAVL1,0.14312415653019886
ELF1,0.17341644604608222
ELMO1,0.286322929046546
ELMO2,0.19352500538654047
ELMOD2,0.18751851204756775
ELOB,0.12191516980286124
ELOC,0.11842701807295525
ELP1,0.15758836536060347
ELP2,0.1744751037291918
ELP3,0.16243765251909373
EMC1,0.1274276448171229
EMC2,0.15446681133035892
EMC8,0.14206596624314297
EMD,0.19926840186920775
EMG1,0.19923583746702303
EMILIN1,0.4577544846485749
EMILIN2,0.43252245832819236
EML1,0.2484819136014293
EML2,0.27620753763966205
EML3,0.24594546791068397
EML4,0.16799846607916388
ENAH,0.21318506230586412
ENDOD1,0.24039069947756214
ENO1,0.23588934517321133
ENO2,0.37316628781141575
ENOPH1,0.19835010605226389
ENSA,0.15844257297104897
ENY2,0.14232471726325957
EP400,0.17073324435631193
EPB41,0.35721662296928547
EPB41L1,0.2974763625055532
EPB41L2,0.3358845372256106
EPB41L3,0.3054661705455177
EPB41L5,0.337828923845105
EPB42,0.7971726417394953
EPCAM,0.2933602830149628
EPHB3,0.2980399976600339
EPHX1,0.30624930511674237
EPHX2,0.3804253620554962
EPM2AIP1,0.21547461637946067
EPN1,0.18078271468331822
EPN2,0.21101042956797236
EPPK1,0.3992175749011891
EPRS,0.12246694926517922
EPS15,0.136507716138188
EPS15L1,0.18873249088489083
EPS8L1,0.24982649634744905
EPS8L2,0.2558390027098533
ERAP1,0.3088521342196535
ERAP2,0.6119654576064018
ERBB2,0.23396243921919363
ERBIN,0.16619100666958728
ERC1,0.1907576530695742
ERCC2,0.14052971377308482
ERCC4,0.2514503644221097
ERGIC1,0.23023705189126806
ERGIC2,0.22468834616701414
ERGIC3,0.18745138150028792
ERH,0.10699866086979191
ERI3,0.23375058191554177
ERLEC1,0.15284768982107255
ERLIN1,0.2530632091314525
ERLIN2,0.40021030481508424
ERMP1,0.30077758296781154
ERO1A,0.3036541117873199
ERP29,0.2902496429823575
ERP44,0.18702319896954683
ESD,0.21300440942854418
ESF1,0.18419285702275023
ESRP1,0.19313960531182414
ESYT1,0.19192609776076186
ESYT2,0.15897525255062847
ETF1,0.14248376444598676
ETFA,0.2421430307220547
ETFB,0.20092586983331054
ETFDH,0.2055201189996886
ETHE1,0.34312224910012235
EVL,0.3561778977037139
EVPL,0.3100098887803234
EWSR1,0.16797286592917818
EXD2,0.22653833963451048
EXOC1,0.09379733709501249
EXOC2,0.09628623939964494
EXOC3,0.08523159826386617
EXOC4,0.08893969618698679
EXOC5,0.1165360915170123
EXOC6,0.2030293536454023
EXOC7,0.09410916365795996
EXOC8,0.11298892486095094
EXOSC1,0.1661994692832845
EXOSC10,0.16306353963186254
EXOSC5,0.14317638778512423
EXOSC6,0.191291997495378
EXOSC7,0.1563447847589081
EXOSC9,0.17156274160013243
EZR,0.2540826508151842
F11R,0.1900846589953977
F13A1,0.4078942542739956
F2,0.48064114925334583
F9,0.5969860338882605
FABP3,0.5664577918818167
FABP4,1.3235377565471071
FABP5,0.3223963991547788
FABP6,0.7572643461707017
FAF1,0.17901818251855348
FAF2,0.17272521045757672
FAH,0.3845410290797764
FAHD1,0.24056427258582594
FAHD2A,0.2464380115213626
FAM103A1,0.20457102177875808
FAM107B,0.28812500158083915
FAM114A1,0.21890861954895843
FAM114A2,0.15197898413198033
FAM120A,0.11509351437055619
FAM129A,0.403101186565949
FAM129B,0.28074604709310813
FAM136A,0.25690325611913467
FAM160B1,0.1787218750363947
FAM162A,0.2555206328241187
FAM172A,0.1768308572343447
FAM192A,0.21121211897042547
FAM208A,0.1522716508367774
FAM213A,0.4058444901790361
FAM3C,0.23902272105657735
FAM45A,0.13584455524688302
FAM49B,0.19784020375207234
FAM50A,0.22993770990912843
FAM83H,0.4314779845090777
FAM84B,0.2435903436003307
FAM91A1,0.17528793741712448
FAM96B,0.18436238627265258
FAM98A,0.14817108366436058
FAM98B,0.18734609733353008
FAP,0.5871341620180932
FARP1,0.18621533481068914
FARS2,0.18713117999652681
FARSA,0.1863149625252971
FARSB,0.21309100844229098
FASN,0.25970592908945717
FASTKD2,0.20338193313921607
FASTKD5,0.24679208355397292
FAU,0.15532596837144033
FBL,0.20342552141297043
FBLIM1,0.23918664247464436
FBLN1,0.5625665401949973
FBLN2,0.6060970615951189
FBLN5,0.49977528206387495
FBN1,0.49678754105702216
FBN2,0.7453941668812821
FBP1,0.3975857340669828
FBP2,0.6581526089360509
FBXO2,0.7934120204359103
FBXO21,0.3652374415987856
FBXO22,0.25152945354335193
FCER1G,0.376335611642
FCGBP,0.4451364325684617
FCGR1A,0.26397489507906674
FCGR2B,0.3320432095134377
FCGR3A,0.31060201243397023
FCHO2,0.19260753638793685
FDFT1,0.4155521592594865
FDPS,0.22494948389055872
FDX1L,0.2563893060805767
FDXR,0.3805142129499387
FECH,0.22668513863553313
FEN1,0.24885416462504975
FERMT2,0.2555395590082729
FERMT3,0.3250941524740449
FGA,1.0094732162348572
FGB,1.096184443327462
FGD4,0.23839806206171138
FGG,1.163528973775722
FH,0.237381976600409
FHIT,0.35556341382289036
FHL1,0.5958980172195788
FHL2,0.2804668335926454
FHL3,0.3808352379902684
FHOD1,0.19166120185992824
FIBP,0.17836190351875966
FIP1L1,0.11386586420017514
FIS1,0.25137255187014673
FKBP10,0.2736094462573756
FKBP11,0.3607648852501106
FKBP15,0.15936936117805844
FKBP1A,0.16046074199296553
FKBP2,0.1999760159976986
FKBP3,0.18149987439294826
FKBP4,0.25578934451103263
FKBP5,0.2664544234462768
FKBP7,0.3235775635178449
FKBP8,0.18906500802151457
FKBP9,0.31770417531390294
FLAD1,0.17203628600910253
FLII,0.12478172562992781
FLNA,0.3123829325560224
FLNB,0.24522529526445913
FLNC,0.4419845226402202
FLOT1,0.2480432394643203
FLOT2,0.2978289510916689
FLYWCH2,0.2273447038601935
FMNL1,0.31509009356651285
FMNL2,0.2507076135611187
FMOD,0.50443890828443
FMR1,0.18777382010412458
FN1,0.6545308654321211
FN3K,0.34228595832897635
FN3KRP,0.21346245751087908
FNBP1,0.23542225848495152
FNBP1L,0.21324874991372456
FNBP4,0.1685809171348741
FNDC3A,0.19368730445529897
FNDC3B,0.20552127681546942
FOCAD,0.14831098200907586
FOLR1,0.6281576214810826
FOXK1,0.21322914232294593
FRG1,0.18206673355275796
FRYL,0.19533127975050585
FSCN1,0.2879923277948351
FSTL1,0.4029304320540806
FTH1,0.3885807925439476
FTL,0.6358469272740298
FTO,0.1683020735971116
FTSJ3,0.1904295859718511
FUBP1,0.16219225799482026
FUBP3,0.15258942049177396
FUCA1,0.4133560918588949
FUNDC2,0.23168173889117336
FUS,0.16308520959801667
FUT8,0.30223910250176406
FXN,0.22879317951740136
FXR1,0.17456652932978609
FYCO1,0.17322131793441006
FYTTD1,0.2653580326610351
G3BP1,0.1164127929366621
G3BP2,0.19948207721703567
G6PD,0.22093698789876764
GAA,0.28944845586912876
GABARAPL2,0.34690657427158167
GABPA,0.1202354862730769
GADD45GIP1,0.21893085041983598
GAK,0.15969182489117098
GALE,0.3320745043118853
GALK1,0.12881382375771638
GALK2,0.25827038744149844
GALM,0.2828943751395676
GALNS,0.27162397860567994
GALNT1,0.2785497074719644
GALNT2,0.20174364646298173
GALNT3,0.3335370694888674
GALNT4,0.4414453614608753
GALNT6,0.31457218102424406
GALT,0.19672090119903846
GANAB,0.1413145466366019
GAPDH,0.22591386609005054
GAPVD1,0.18565675146870966
GAR1,0.2261000921337724
GARS,0.18123013301124735
GART,0.19345338152024907
GAS6,0.3917240122954581
GATAD2A,0.17423602715076067
GATAD2B,0.13130157957970184
GATD1,0.1569227609595901
GBA,0.225306572212053
GBE1,0.15755668185471067
GBF1,0.12997882992404247
GBP1,0.40359091506784384
GBP2,0.34214122494226384
GBP4,0.4165404532432334
GBP5,0.5307202752480222
GC,0.40260362489560386
GCA,0.30449781276526955
GCC1,0.1397440158586493
GCC2,0.10599964498236564
GCDH,0.31974159714089495
GCLC,0.2861667141845514
GCLM,0.28923966416862146
GCN1,0.1830096785985994
GCSH,0.267832911436142
GDE1,0.2110953572229874
GDI1,0.19204035887897739
GDI2,0.15317334338277622
GEMIN5,0.16306010032191037
GFM1,0.23248498511552793
GFPT1,0.24201792408698677
GGA2,0.18494005668565297
GGCT,0.262859087080573
GGH,0.43845529526822913
GGPS1,0.2547437644654538
GGT5,0.3602662153920855
GHDC,0.18056342861742763
GHITM,0.297239022001192
GIGYF2,0.11676586050141093
GIMAP1,0.22547307548154857
GIMAP4,0.30906381176751935
GIPC1,0.19381965748769944
GIT1,0.13605466427494647
GIT2,0.18116575732327203
GK,0.202346465200707
GLB1,0.1707710001565422
GLDC,0.7572782894613155
GLG1,0.20849187842700334
GLIPR2,0.36653228331636356
GLMN,0.287229669960404
GLO1,0.2968360625986557
GLOD4,0.3093747619591689
GLRX,0.29982023897891835
GLRX3,0.22967395307435504
GLRX5,0.24472186808088636
GLS,0.2432807850799074
GLTP,0.22137040557280313
GLUD1,0.2211607740293698
GLUD2,0.30388075901372663
GLUL,0.32512868327311106
GLYR1,0.1598133715400855
GM2A,0.3393233145255803
GMDS,0.2876153497345333
GMFB,0.2070761755095068
GMFG,0.34143251472250913
GMIP,0.1873665494243266
GMPPA,0.1723796493452954
GMPPB,0.17768457403173324
GMPR,0.4360424342899467
GMPR2,0.22669191577151138
GMPS,0.18726175249104776
GNA11,0.18273930772487998
GNA13,0.16026727119392753
GNAI2,0.17207286448569464
GNAI3,0.16903117148309638
GNAQ,0.1867176727164235
GNAS,0.16134139814030013
GNB1,0.17535873626273074
GNB2,0.1797815412934104
GNG12,0.21100834893561926
GNG5,0.16271690298429617
GNL1,0.20738324210289422
GNL2,0.16406315416007547
GNL3,0.22151254400271764
GNPAT,0.19432580055990192
GNPDA1,0.15730687266666232
GNPDA2,0.22851964872059627
GNPNAT1,0.3018250615736854
GNS,0.27332051547353736
GOLGA2,0.15015660352667812
GOLGA3,0.11328103974906632
GOLGA4,0.15140968217941758
GOLGA5,0.14947651805309567
GOLGB1,0.1269354371354408
GOLIM4,0.23575751637974426
GOLM1,0.2464404399811074
GOLPH3,0.19334383039441996
GOLPH3L,0.2271731034209095
GON7,0.16503407613885387
GOPC,0.1714939008056463
GORASP2,0.1491303902008884
GOSR1,0.19767667945987996
GOT1,0.2495597567197249
GOT2,0.2035209219382581
GPATCH8,0.147654759593001
GPC1,0.2076130786853005
GPC4,0.43571709210032816
GPD1L,0.3222621060224542
GPD2,0.2912728822222282
GPI,0.2268276814381951
GPKOW,0.15817790380120889
GPNMB,0.5143728421792126
GPR89A,0.1890044839355601
GPS1,0.09342018091717895
GPX1,0.1928749725758961
GPX4,0.18524403517267668
GPX7,0.3454365187135611
GPX8,0.2756162589326531
GRB2,0.15703279644130574
GRB7,0.2831940425888673
GRHL2,0.20639982948675245
GRHPR,0.2664991907766325
GRIPAP1,0.14879268505909846
GRK2,0.14587306905729747
GRN,0.211470124356413
GRPEL1,0.2728842808655249
GRSF1,0.1731098644774534
GRWD1,0.17469683166936853
GSDMD,0.2765740035054313
GSK3A,0.22845192121910782
GSK3B,0.16035502065093357
GSN,0.22808274628740946
GSPT1,0.2742557666639239
GSR,0.26408399397851706
GSS,0.23996856550231718
GSTA1,1.150066207564928
GSTK1,0.34992393008984535
GSTM2,0.5096759177915106
GSTM3,0.6427449520485585
GSTO1,0.2208539426948753
GSTP1,0.22237039412732737
GSTT1,0.5461835956683309
GSTZ1,0.36260649180551174
GTF2B,0.13840319079222352
GTF2E2,0.23977382409260048
GTF2F1,0.19307759082248258
GTF2F2,0.17328895943442046
GTF2I,0.22406920154122453
GTF3C1,0.1212635440103601
GTF3C2,0.15925666137382208
GTF3C3,0.14892539030381607
GTF3C4,0.17515225025287262
GTF3C5,0.1691811882148163
GTPBP1,0.19553491631809986
GTPBP4,0.1682188651396745
GUCY1B3,0.3851696567663069
GUK1,0.18863801963376234
GUSB,0.5708640928311297
GYG1,0.23696516630457906
GYS1,0.24247418701871334
H1F0,0.381126054973731
H1FX,0.23842376538672605
H2AFV,0.17951682687024595
H2AFX,0.5199928871344234
H2AFY,0.1668578091225949
H2AFY2,0.36403276713417204
H3F3A,0.44340178384138285
H6PD,0.2830335905660269
HABP2,0.4552677746738223
HACD3,0.2464575744312454
HADH,0.3082957071233476
HADHA,0.17411019070686817
HADHB,0.19006161796703505
HAGH,0.17584040921326846
HARS,0.15155829888469527
HARS2,0.23468048132981512
HAT1,0.32154165876659957
HAX1,0.18790378861580298
HBA1,0.8244208774988312
HBB,0.90482179248352
HBD,0.8948027496049783
HBG1,0.844889195109813
HBS1L,0.18512573493085951
HCCS,0.2837898402640629
HCFC1,0.10088418571742816
HCLS1,0.33230925412945866
HDAC1,0.21448729486507953
HDAC2,0.23960389550667113
HDAC3,0.16478333826201189
HDAC6,0.14567495319969623
HDAC7,0.16990912182429135
HDDC3,0.38776449152906284
HDGF,0.2102827232612077
HDGFL2,0.22286256129024196
HDGFL3,0.3429326694108117
HDHD2,0.23299864292752817
HDHD3,0.21548324886142606
HDHD5,0.30544608434922454
HDLBP,0.14869862383033136
HEATR1,0.14626227461309513
HEATR3,0.22204594991407234
HEATR5B,0.11918818544799403
HEBP1,0.23133238033462256
HEBP2,0.29446909285884465
HECTD1,0.13302969831186032
HECTD4,0.1954526809277784
HERC2,0.13865209086090946
HERC4,0.18408146168548686
HERC5,0.32444594626229156
HEXA,0.23461586802638504
HEXB,0.25172706028729713
HEXIM1,0.19995699775130946
HGH1,0.2356315386650402
HGS,0.10566902589544404
HIBADH,0.30502997752858346
HIBCH,0.30754241903800367
HID1,0.3181056597256625
HIKESHI,0.26254663199200473
HINT1,0.1477492838090294
HINT2,0.37026347426345724
HINT3,0.22861542116569653
HIP1,0.15645214103610694
HIST1H1A,0.7166197548255377
HIST1H1B,0.2703488648378584
HIST1H1C,0.6515707264893341
HIST1H1D,0.6233778765398817
HIST1H1E,0.6328035436359284
HIST1H4A,0.1532163917865718
HIST2H2AB,0.4035840727746609
HIST2H2BF,0.1753061290158726
HIST3H2BB,0.21103252504792747
HK1,0.16091642227860903
HK2,0.31192825769917615
HKDC1,0.5565854909505044
HLA-A,0.501593553425078
HLA-B,0.6692363712797884
HLA-C,0.6522507775209025
HLA-DMB,0.43481185712660103
HLA-DPB1,0.38906652592870916
HLA-DQB1,0.4930201115769288
HLA-DRA,0.5355449883464314
HLA-DRB1,0.6304932623685016
HLTF,0.20817342042613793
HM13,0.27017062162596067
HMBS,0.22327522630391494
HMG20A,0.10666161761779312
HMGA1,0.3633398968875199
HMGA2,0.9468706971203938
HMGB1,0.20159712377960087
HMGB2,0.30768869965685475
HMGB3,0.26854067537627857
HMGCL,0.2878229739424581
HMGCS1,0.524673212229033
HMGN1,0.29332637491197056
HMGN2,0.38485952152724767
HMGN3,0.44216591381544396
HMGN4,0.3323212804148207
HMGN5,0.44448564687578723
HMOX2,0.24002589304197447
HNMT,0.23495075922220918
HNRNPA0,0.20216659058002973
HNRNPA1,0.16350317612681328
HNRNPA2B1,0.11502965292865966
HNRNPA3,0.1546992669935365
HNRNPAB,0.28527294831759675
HNRNPC,0.12560557957840515
HNRNPD,0.1685087481780902
HNRNPDL,0.14755040748906315
HNRNPF,0.14231228646297525
HNRNPH1,0.15015109296014878
HNRNPH2,0.13282897020524426
HNRNPH3,0.12949916461352495
HNRNPK,0.10933633131126856
HNRNPL,0.10008952875235302
HNRNPLL,0.12343483834428337
HNRNPM,0.10205642458096571
HNRNPR,0.16618331131595887
HNRNPU,0.1278894958971166
HNRNPUL1,0.1807213282138003
HNRNPUL2,0.13929466928171577
HOMER3,0.2011895680879982
HOOK1,0.17263388402367882
HOOK3,0.1705768214183875
HP,0.4826771883247165
HP1BP3,0.23237337300331642
HPCAL1,0.24918970032929785
HPF1,0.23064102897486102
HPRT1,0.3360183654608197
HPX,0.39046359759822435
HRG,0.44733200173474874
HS1BP3,0.1450811927424927
HSBP1,0.14549275100060927
HSCB,0.263693698294432
HSD17B10,0.18915739724856162
HSD17B11,0.2941113843126624
HSD17B12,0.2511909859558714
HSD17B4,0.1801331424683227
HSD17B8,0.3500038647709807
HSDL1,0.321923860544916
HSDL2,0.271986099981486
HSF1,0.16952968796399656
HSP90AA1,0.19940910893284758
HSP90AB1,0.14532272189885984
HSP90B1,0.21295363398564907
HSPA12A,0.3500800158924802
HSPA14,0.1759268782283535
HSPA1A,0.25789355270489406
HSPA2,0.3045491084020944
HSPA4,0.1777641936078169
HSPA5,0.16836985502182247
HSPA8,0.11014578496357158
HSPA9,0.22598997697610437
HSPB1,0.30918517001835977
HSPB11,0.2559551626972672
HSPD1,0.2464082724864239
HSPE1,0.31419380557273413
HSPE1-MOB4,0.1127449334601815
HSPG2,0.3050031332489121
HSPH1,0.26275109346815306
HTATIP2,0.2808699549797287
HTATSF1,0.1683481467568408
HTRA1,0.698915701441676
HTT,0.13681758671165525
HUWE1,0.15175382496921377
HYOU1,0.24639015339998768
IAH1,0.24054884367426896
IARS,0.11827185689330853
IARS2,0.21203934413361594
IBA57,0.19123525496726373
ICAM1,0.44911433665691275
IDE,0.20172986370444657
IDH1,0.274222802692369
IDH2,0.31440959293806203
IDH3A,0.2669546232144073
IDH3B,0.26132091254306206
IDH3G,0.2503583870654743
IDI1,0.2890574761474066
IDUA,0.2756121253426
IFI16,0.23062078552541498
IFI30,0.3353271502143126
IFI35,0.2725596465337971
IFIT1,0.43084986868508696
IFIT2,0.4421686036487792
IFIT3,0.46224570596520675
IFIT5,0.24647366948312383
IFITM1,0.36741917051150225
IFT122,0.19302335662373277
IFT74,0.21102484361168572
IFT81,0.2708811079271991
IGBP1,0.12848796596901993
IGF2BP2,0.49756106550216533
IGF2BP3,1.0832867506869057
IGF2R,0.19239915994823828
IGFBP2,0.4836209896805124
IGFBP3,0.5453090095544686
IGFBP7,0.37790082747199316
IGHV1-69-2,0.5446928522752065
IGHV3-43D,0.5469338848257603
IGKV1D-39,0.7684568628268812
IGKV3-11,0.57384969929333
IGLL5,0.6059770306368363
IGSF8,0.2648418065727116
IK,0.1253476755271073
IKBIP,0.29520313425599204
IKBKB,0.25825984555224785
IL18,0.3804377459570243
IL1RAP,0.2880973431149473
IL4I1,0.46044087150946567
ILF2,0.15015800852104216
ILF3,0.14693420263190257
ILK,0.1866689347674562
ILKAP,0.1965868833028889
ILVBL,0.2322969186484988
IMMT,0.1562222031338129
IMPA1,0.2061653582627307
IMPACT,0.30984321071196264
IMPAD1,0.2704779061650088
IMPDH1,0.20933106306543295
IMPDH2,0.2068590274391749
INF2,0.27664884326421774
INPP5D,0.3124161765152194
INPPL1,0.24468955508749904
INTS1,0.1304313196283078
INTS10,0.1465386188169262
INTS13,0.17487525571778353
INTS14,0.19416460951765416
INTS3,0.13857797242940545
INTS4,0.12868342686137205
INTS5,0.14312929915025213
INTS6,0.13843131290117386
INTS7,0.13597151369833696
INTS8,0.1358494008841493
IPO11,0.1698168121965778
IPO4,0.2150827433982156
IPO5,0.19573009704896138
IPO7,0.18949804021584557
IPO8,0.20405117418566798
IPO9,0.19452822239186238
IQGAP1,0.21963594749197582
IQGAP2,0.34060745421820815
IRAK4,0.18259177360875134
IRF2BP1,0.19648962543013235
IRF2BP2,0.13207711827158655
IRF2BPL,0.23751354307832515
IRF9,0.25216604695361505
IRGQ,0.2796780916320381
ISCA1,0.22986824920422638
ISCU,0.22021984217527799
ISG15,0.4681254746599148
ISLR,0.4688092303621193
ISOC1,0.25153329081152404
ISOC2,0.2609499119764466
IST1,0.1726173051979648
ISY1,0.14741744906308393
ISYNA1,0.3581757279260174
ITCH,0.136541383934959
ITGA1,0.29404010537377884
ITGA2,0.2975802459665414
ITGA3,0.282639792511218
ITGA6,0.28942178425038206
ITGAM,0.4069531744300703
ITGAV,0.295856577958382
ITGAX,0.3020805012646733
ITGB1,0.1981891192221965
ITGB2,0.34637560293389735
ITGB3,0.677284829098294
ITGB4,0.27830812772787195
ITGB5,0.3308590548725873
ITIH1,0.4785111480034518
ITIH2,0.4784201415710824
ITIH3,0.5110271425782716
ITIH4,0.4628142973298542
ITM2B,0.2588392875360239
ITPA,0.28182007844231316
ITPK1,0.233703736006436
ITPR2,0.3196855352577156
ITPR3,0.21210020666204943
ITSN1,0.15539801322620106
ITSN2,0.17238013796187093
IVD,0.274819862563428
JAGN1,0.20139108805480632
JPT1,0.1974763880021233
JPT2,0.1863244620734241
JUP,0.24581536611729662
KANK2,0.2632005218861301
KARS,0.15799733156852264
KAT5,0.21089169949339653
KCNAB2,0.2955367675323751
KCTD12,0.3570553901827236
KDELC2,0.22851689413425458
KDELR1,0.3894278824249297
KDM1A,0.15786380808806197
KDM2A,0.13595914404471068
KDM3A,0.239789999381744
KDM3B,0.14834441716109864
KDM5C,0.17170398847994994
KHDRBS1,0.1533545681318728
KHDRBS3,0.3993785889479246
KHSRP,0.17030598121922041
KIAA0368,0.18012566454435644
KIAA0391,0.28380614180575536
KIAA1217,0.1888084277472437
KIAA1468,0.20693764306478657
KIAA2013,0.19001699678940356
KIDINS220,0.19427982706532312
