Gene,Variation
AP3M1,0.12562561320108345
AP3S1,0.15308791592283597
APAF1,0.2004226906396979
APBB1IP,0.34663281913671457
APCS,0.6843646118038323
APEH,0.18878850689096233
APEX1,0.2510813645770426
API5,0.1400930509482184
APIP,0.24951423245810317
APMAP,0.2513060160994953
APOA1,0.5137759764559133
APOA2,0.5330559381310077
APOA4,0.4419576031397551
APOB,0.4118001415947906
APOBEC3G,0.36427445775333955
APOC1,0.5397970317353558
APOC2,0.5197444572648932
APOC3,0.5037872886411521
APOD,0.4204216526785796
APOE,0.45934218231171325
APOH,0.38865432527339383
APOL1,0.35305359182620283
APOL2,0.46018745117188886
APOO,0.2220318100794602
APOOL,0.22026578293669358
APP,0.4297329582276994
APPL1,0.1900222123640084
APPL2,0.16424325831089445
APRT,0.34199985079740763
AQR,0.13290991970271485
ARAF,0.18147237151441478
ARAP1,0.19255919096457255
ARCN1,0.11878284645102266
ARF4,0.18756610095005832
ARF5,0.21679067487832043
ARF6,0.22422704022332307
ARFGAP1,0.18704139482288185
ARFGAP2,0.15744147689942078
ARFGAP3,0.22039915691650114
ARFGEF1,0.18608846548978258
ARFGEF2,0.1526060217766654
ARFIP1,0.18320612177680132
ARFRP1,0.2333787837993569
ARGLU1,0.20121748695253502
ARHGAP1,0.2006436341266337
ARHGAP12,0.21746034022291807
ARHGAP17,0.15959239694046184
ARHGAP18,0.199239894898174
ARHGAP25,0.2361274451379024
ARHGAP29,0.24396050069452202
ARHGAP35,0.20366959637249935
ARHGAP4,0.2886652575586373
ARHGAP45,0.3219956731091054
ARHGAP5,0.18598611038403257
ARHGDIA,0.22457808452521782
ARHGDIB,0.3554836310202423
ARHGEF1,0.20010342825404018
ARHGEF12,0.1214927202680362
ARHGEF17,0.19905765514782137
ARHGEF2,0.1714647939188291
ARHGEF7,0.13894946177509546
ARID1A,0.1922696938929139
ARID1B,0.18839341311632327
ARID2,0.20960081076984705
ARID4B,0.12653599536968577
ARIH1,0.17897703675967738
ARIH2,0.16697622625510095
ARL1,0.18167332646320047
ARL2,0.20879196463022867
ARL3,0.23678421433406893
ARL6IP1,0.1444508488892464
ARL6IP4,0.15236546339821158
ARL6IP5,0.21481931210057836
ARL8A,0.21354641132007618
ARL8B,0.1955361861922986
ARMC1,0.16389412789745128
ARMC10,0.2870340560927324
ARMC6,0.1874691810653235
ARMC8,0.1381790526509573
ARMC9,0.2436490037414636
ARMCX1,0.3222411585234347
ARMCX3,0.296856703717691
ARMT1,0.28698274699663806
ARPC1A,0.17842879446662877
ARPC1B,0.17972882188202333
ARPC2,0.1362587048126206
ARPC3,0.16446102793384892
ARPC4,0.20509867036079155
ARPC5,0.1523231521032283
ARPC5L,0.18313794858474902
ARPIN,0.21534321375125212
ARPP19,0.1688487018760672
ARRB1,0.23356663352035667
ASAH1,0.2505144292123301
ASAP1,0.1690710383131227
ASAP2,0.2530031388388929
ASCC1,0.13940762885126434
ASCC3,0.13582423571386104
ASH2L,0.17896496275151777
ASL,0.2857025455119732
ASMTL,0.23727707288856992
ASNA1,0.3356540769360396
ASNS,0.35739841989756926
ASPH,0.1972248407833744
ASPN,0.82628478988322
ASPSCR1,0.18362221667299342
ASRGL1,0.5751251661053609
ASS1,0.32188292374842653
ATAD2,0.2993534998377877
ATAD3A,0.20558349186003874
ATE1,0.15690397621551908
ATF7IP,0.17834079705636527
ATG3,0.1713368961273269
ATG5,0.15743687972287715
ATG7,0.19290493724046576
ATG9A,0.20424844589246932
ATIC,0.19764539437819117
ATL1,0.23966017386296307
ATL2,0.1717434914389409
ATL3,0.17339057087894685
ATM,0.17603946644407412
ATOX1,0.16027823749640077
ATP13A1,0.1705823558613585
ATP1A1,0.17751504963547451
ATP1B1,0.3670575201128994
ATP1B3,0.27475524470477863
ATP2A2,0.15165075301757677
ATP2B1,0.2293350795811031
ATP2B4,0.16013706633659902
ATP5A1,0.16572263465745088
ATP5B,0.17380069451975497
ATP5C1,0.18717036932674774
ATP5D,0.2016898530325307
ATP5E,0.22905937828858106
ATP5F1,0.16109420306712122
ATP5H,0.17595319587171324
ATP5I,0.17325085004085333
ATP5J,0.19550799197417607
ATP5J2-PTCD1,0.1803658938249411
ATP5L,0.17151145805091775
ATP5O,0.168589173214031
ATP6AP2,0.30568310416574657
ATP6V0A1,0.19214798976369477
ATP6V0C,0.2866800557044387
ATP6V0D1,0.18579848962369327
ATP6V1A,0.1518730552179141
ATP6V1B1,0.34194126040995354
ATP6V1B2,0.1753469667232193
ATP6V1C1,0.198164522798129
ATP6V1D,0.15907419981133938
ATP6V1E1,0.1656452524893302
ATP6V1F,0.13081901105634572
ATP6V1G1,0.21384774347238134
ATP6V1H,0.18540686497812592
ATP8B1,0.3322163966204089
ATPAF1,0.24404651411352704
ATPIF1,0.39440189860571057
ATRN,0.24791839814687106
ATRX,0.12145783972204341
ATXN10,0.1923774260230726
ATXN2,0.14508481494053505
ATXN2L,0.1284673108229767
ATXN7L3B,0.2531041671265209
AUH,0.3447425752866481
AUP1,0.19056001944473194
AVL9,0.2348101724115736
AZGP1,0.4002758300961508
B2M,0.40601691131082396
BABAM1,0.16507144979553656
BABAM2,0.13079717853808376
BAD,0.2462254169440962
BAG1,0.25448342576600586
BAG2,0.3456158675046415
BAG3,0.18626693939088362
BAG5,0.21511190503772634
BAG6,0.10887887878801754
BAIAP2,0.3237062720930042
BAIAP2L1,0.28847459919217733
BANF1,0.2120226184615709
BASP1,0.4904097773058986
BAX,0.18063292682699908
BAZ1B,0.20455123007571088
BAZ2A,0.17630610098333335
BCAM,0.3821890383329736
BCAP31,0.2953489585427355
BCAS2,0.11091007850056604
BCAT1,0.7382665572445158
BCAT2,0.24244694815139622
BCCIP,0.24450672115278205
BCKDHA,0.23634289584167814
BCKDHB,0.2707479353725851
BCKDK,0.18660283905614963
BCL10,0.16094952133448262
BCL2L1,0.25749214827522743
BCL2L13,0.21752702031016008
BCL2L2,0.15593397776686402
BCL9L,0.15167649222162563
BCLAF1,0.1441715283556551
BCS1L,0.23206454211491848
BDH1,0.4499010567113929
BDH2,0.3490597013045323
BECN1,0.17137528744792568
BEND3,0.28192779655313127
BET1,0.22929362163380648
BET1L,0.21677992193810178
BGN,0.4628057872909519
BICD1,0.28374673180757976
BID,0.23367157609402708
BIN1,0.26935483341184874
BIRC6,0.14468913346498177
BIVM-ERCC5,0.18052902864713544
BLMH,0.2226355752181191
BLOC1S1,0.15818011588977574
BLOC1S2,0.1542243614655138
BLOC1S4,0.19378357744532887
BLVRA,0.2050890713641948
BLVRB,0.32642201984402563
BMS1,0.15819358890378415
BNIP1,0.17568370549361406
BOD1L1,0.1409570862136666
BOLA2,0.20396659107843929
BOP1,0.16474573784605226
BPGM,0.3840796161634738
BPHL,0.3162142979145135
BPNT1,0.2412471042149495
BPTF,0.1760217654023099
BRAP,0.14722796023233606
BRAT1,0.18873768931035675
BRCC3,0.14502581456116317
BRD3,0.22220282877918585
BRD4,0.22692170849047205
BRD8,0.1987405744354838
BRI3BP,0.27026615758196126
BRIX1,0.20074245795068604
BRMS1L,0.26627256568594504
BROX,0.2104697965713365
BSDC1,0.2085030887608573
BSG,0.1785404477496744
BST1,0.3652406044456774
BST2,0.3626235069467711
BTF3,0.1838839564082484
BTF3L4,0.13553300295415968
BUB3,0.10235650730755051
BUD31,0.18423148798266847
BYSL,0.15719502535152588
BZW1,0.17611529181475927
BZW2,0.26389754892892414
C10orf76,0.14894973234618958
C11orf54,0.266619750060985
C11orf58,0.1552764657463807
C12orf10,0.24985621080859047
C12orf57,0.2060175664267434
C14orf159,0.49349551065294817
C14orf166,0.12850630156736528
C16orf58,0.2040580771008051
C16orf62,0.12067948089976437
C17orf49,0.2221355845822789
C17orf62,0.18714830888142475
C17orf75,0.18991243694778293
C18orf25,0.27463470507746857
C18orf8,0.17446907706024356
C19orf66,0.24419192210456198
C19orf70,0.1700313450610547
C1QA,0.5111187423103164
C1QB,0.317825037244614
C1QBP,0.2898822343140386
C1QC,0.4448789166776564
C1R,0.33113549724597807
C1S,0.37041631903420114
C1orf123,0.1435282575376111
C1orf27,0.15040246343710081
C2,0.2922151986294848
C21orf33,0.23265490125935773
C21orf59,0.26119547161949175
C2CD5,0.26819796696330517
C3,0.3763748440466122
C4B,0.35128988325418703
C4BPA,0.42365914406852057
C5,0.4949747471501819
C5orf22,0.3309006374666928
C6,0.49600176266116347
C6orf203,0.24631526854478197
C7,0.5757294000680189
C7orf50,0.21547805013594354
C7orf55-LUC7L2,0.1530656154048525
C8A,0.5022137124153322
C8B,0.4331612964935471
C8G,0.4720351677924314
C8orf82,0.38444481700701905
C9,0.4675407826802489
C9orf64,0.23135200385171625
C9orf78,0.18390080789420074
CA1,0.7191826285098134
CA2,0.6853711283411433
CAB39,0.18913578670097303
CACYBP,0.17540130716373975
CAD,0.19824665948145642
CADM1,0.2925866717027764
CALB2,0.8004766473598776
CALCOCO2,0.348370678869142
CALD1,0.4285142682210622
CALM1,0.10498085573805387
CALR,0.23129915597186093
CALU,0.23023224636629505
CAMK2D,0.27071241898859916
CAMK2G,0.21564023023629678
CAMSAP3,0.24952576459295264
CAND1,0.24465793358404864
CANT1,0.20264408928425715
CANX,0.1912956041449068
CAP1,0.21702123789980815
CAP2,0.2410691726737398
CAPG,0.27255135656433754
CAPN1,0.17775917461056134
CAPN2,0.22529557120264748
CAPN5,0.35875568076283265
CAPNS1,0.198577197167151
CAPRIN1,0.23003976590987635
CAPS,0.6281849902206278
CAPZA1,0.10978057714176828
CAPZA2,0.13944333105860282
CAPZB,0.10734329934968574
CARD19,0.2315826437948382
CARHSP1,0.27055926885449993
CARM1,0.2603587649826679
CARMIL1,0.25764410873549576
CARS,0.15987938160215978
CARS2,0.31037609971265434
CASC4,0.17054528916836828
CASK,0.15751412359173922
CASP1,0.23758447712294556
CASP10,0.29866939130686654
CASP3,0.21087672422635395
CASP4,0.18947226667724415
CASP6,0.2608041479545633
CASP7,0.19796503768329482
CASP8,0.2173454627487452
CAST,0.22903150959771354
CAT,0.3537894457550204
CAV1,0.5439572267037556
CAVIN1,0.5403798374288042
CAVIN2,0.4898710146624378
CAVIN3,0.4739943726606142
CBFB,0.21015832384169172
CBR1,0.23618946193802232
CBR3,0.3855786382453566
CBR4,0.32411613483746876
CBS,0.5484928742171122
CBX1,0.2511886250692236
CBX3,0.2215776551823185
CBX5,0.27897090124515567
CBX8,0.24880780339406905
CC2D1A,0.2433830146277815
CCAR1,0.0931928616969827
CCAR2,0.1859601138118279
CCDC12,0.1689412083172033
CCDC124,0.26061680961029166
CCDC127,0.2572898295008744
CCDC134,0.23244089424445896
CCDC22,0.07103320629500104
CCDC25,0.20300187829403415
CCDC43,0.17083235420944085
CCDC47,0.14120514516649163
CCDC50,0.12634622277760327
CCDC51,0.17081447887861065
CCDC58,0.19665925649930707
CCDC6,0.28109024009668926
CCDC86,0.2441198702265193
CCDC9,0.16000721161215234
CCDC90B,0.21323282090146903
CCDC91,0.22502969982946203
CCDC93,0.0971090427608983
CCNK,0.18090015584655997
CCNY,0.175456085378162
CCT2,0.1412886635501981
CCT3,0.1360462472481806
CCT4,0.15330632510994685
CCT5,0.1520639764076263
CCT6A,0.13877456675721958
CCT7,0.13711848194515333
CCT8,0.13642558926342452
CCZ1,0.14578314738497908
CD109,0.5345139980854617
CD14,0.27172918273446056
CD151,0.254337850677385
CD163,0.2899130990534429
CD276,0.22189224453493075
CD2AP,0.22782445113228295
CD34,0.5430760051624349
CD36,0.8577042411903342
CD38,0.5409334897845857
CD3EAP,0.1670182312128711
CD44,0.3652814035562435
CD46,0.23030440837350746
CD47,0.311385944327914
CD55,0.4285647284062426
CD59,0.24380392439556578
CD63,0.4210429111560353
CD74,0.3555055036666079
CD81,0.2567250295709776
CD9,0.23764321708540995
CD99,0.2594451892108866
CDC16,0.14687388945154942
CDC23,0.13695562482430107
CDC27,0.17710951358730576
CDC37,0.21544305732022306
CDC40,0.15788003735016187
CDC42,0.12332564324720946
CDC42BPA,0.20558321872344554
CDC42BPB,0.12270048494991063
CDC42EP4,0.2547760008061927
CDC5L,0.11028716576643052
CDC73,0.13986694115695542
CDCP1,0.27013886307855434
CDH1,0.23250218036130652
CDH11,0.43790485716549626
CDH2,0.551372580527388
CDH6,0.4971917852910543
CDIPT,0.28999786609677847
CDK1,0.2662920746104631
CDK11B,0.13669004341547752
CDK16,0.24584050086077888
CDK2,0.2627411296747425
CDK4,0.2916069515610503
CDK5,0.292007806306818
CDK5RAP3,0.20091002689591902
CDK9,0.15543210681604053
CDKN1B,0.29116001131740904
CDKN2A,0.476678548278867
CDKN2AIP,0.1813424211639329
CDV3,0.15192046482097077
CDYL,0.22252996199862946
CEBPZ,0.19311650245191286
CELF1,0.14399848731789117
CENPC,0.15791698614417515
CENPF,0.3219702151873277
CEP170,0.1846373755507357
CERS2,0.20845803265487844
CES1,0.7512000545986748
CETN2,0.2448438059655773
CFAP20,0.19325870486132288
CFAP73,0.15638501837904079
CFB,0.39081784421951976
CFH,0.3666739722616855
CFHR1,0.4374521419940577
CFI,0.34768909896680866
CFL1,0.14825443951481931
CFL2,0.2797881734268399
CGGBP1,0.16841785026749925
CGN,0.22262389578036404
CHAMP1,0.22356069627403616
CHCHD2,0.28854932619315876
CHCHD3,0.1603433167865427
CHCHD4,0.3591652640188814
CHCHD6,0.24254886565717462
CHD1L,0.2164901253409631
CHD2,0.12948341302189637
CHD3,0.15805916791824318
CHD4,0.14921821075626274
CHERP,0.1535514416640931
CHID1,0.2579167867912892
CHMP1A,0.2249369436611678
CHMP1B,0.24708030676940573
CHMP2A,0.22508696234583622
CHMP2B,0.1759972050050427
CHMP3,0.16329306109390748
CHMP4A,0.23389855091337416
CHMP4B,0.16564838964388728
CHMP5,0.17423996499928687
CHORDC1,0.23429369644008807
CHP1,0.17846280443503426
CHTOP,0.15713828211805883
CHURC1-FNTB,0.16107397160313727
CIAO1,0.1783136619379542
CIAPIN1,0.1778324791889848
CIB1,0.3300235994924125
CIRBP,0.2518081837907104
CISD1,0.2664508425088278
CISD2,0.1903061974387484
CKAP4,0.2520980348704516
CKAP5,0.14328994570123924
CKB,0.5739296066789922
CKMT1A,0.4999843385314637
CKMT2,0.424058846617484
CLASP1,0.1618569727990393
CLASP2,0.15753056235318913
CLCC1,0.19889497602599254
CLDN3,0.2591127431510541
CLEC3B,0.43487457972714816
CLGN,0.5475461944149433
CLIC1,0.1565286831560157
CLIC4,0.20067593226320565
CLIC5,0.4993717415230926
CLINT1,0.11726792086413608
CLIP1,0.12986377419102996
CLIP2,0.20785208835398142
CLMN,0.23067862958500593
CLPB,0.14383523361399028
CLPP,0.2531681621844721
CLPTM1,0.28341654884232165
CLPX,0.1153386092204212
CLSTN1,0.2996458953551571
CLTA,0.18204003274458783
CLTB,0.23456746660164282
CLTC,0.11098222187056554
CLU,0.47923280528739287
CLUH,0.16368054246032515
CLYBL,0.41893886761183724
CMAS,0.6318603427891862
CMBL,0.5381432012197512
CMC2,0.24827444791316577
CMPK1,0.23432277182617725
CMPK2,0.32348021163001905
CMSS1,0.20156996983243408
CMTR1,0.21679305148782577
CNBP,0.2096016981658719
CNDP2,0.29284526631351215
CNN1,0.865211176582494
CNN2,0.42035103670791324
CNN3,0.2878587920626636
CNNM3,0.2080412115445402
CNNM4,0.24552586815571187
CNOT1,0.09089116559013247
CNOT10,0.13042923799371736
CNOT11,0.12340909230740775
CNOT3,0.11939863872219816
CNOT7,0.15603678457894685
CNOT9,0.11085067520029178
CNP,0.16480872552878895
CNPY2,0.2125239438001887
CNPY3,0.24517984413307956
CNPY4,0.215402336352758
CNRIP1,0.3993767648909166
COA3,0.22665630396629943
COA4,0.3867550986792513
COA5,0.39033553613613536
COA6,0.27522995076614626
COA7,0.2622621220807336
COASY,0.20534190498563196
COG1,0.13420592202648907
COG2,0.1519055744343297
COG3,0.14945460855163242
COG4,0.13304999945594315
COG5,0.13637604166442893
COG6,0.15128729838668512
COG7,0.13633992398096356
COG8,0.13961810504710764
COIL,0.1979108116934232
COL11A1,0.6854897959034972
COL12A1,0.607256609064936
COL14A1,0.6804964135951529
COL15A1,0.48756845659333
COL18A1,0.35585325474179863
COL1A1,0.5267453891317364
COL1A2,0.5150043876048479
COL23A1,1.0171640712355803
COL3A1,0.47706005520552286
COL4A1,0.29981981432866606
COL4A2,0.3113288362199331
COL4A3BP,0.22889206093341122
COL5A1,0.5773441017490074
COL5A2,0.48113146047121724
COL6A1,0.46088738641230165
COL6A2,0.41378799856111176
COL6A3,0.4346491549750652
COL8A1,0.6010803800889957
COLGALT1,0.2739005095895865
COMMD10,0.12233080447183717
COMMD3-BMI1,0.25029271668878783
COMMD4,0.12037680811347311
COMMD6,0.2751620729467713
COMT,0.19882882909715918
COPA,0.10407263505741164
COPB1,0.09775326900030996
COPB2,0.11968056258132946
COPE,0.10869537457970968
COPG1,0.146880542726407
COPG2,0.18797577843215482
COPS2,0.10084008783702317
COPS3,0.09410083723560364
COPS4,0.10403786175905667
COPS5,0.1105492218912259
COPS6,0.10348064510019515
COPS7A,0.1901841040848965
COPS7B,0.15092495292294775
COPZ1,0.12527895691871915
COPZ2,0.470044088356455
COQ3,0.22476314065692457
COQ5,0.2272520931559693
COQ6,0.216502484781979
COQ7,0.2733527584411126
COQ8A,0.28954665452253775
COQ9,0.22338683161408324
CORO1A,0.3501039081718343
CORO1B,0.14505120516698705
CORO1C,0.23446772919887013
CORO7,0.14721001336266598
COTL1,0.3239600988828215
COX15,0.28293193645838494
COX17,0.3443847101962615
COX2,0.25308465628286136
COX4I1,0.192871902396653
COX5A,0.17768192197471247
COX5B,0.19200430103129035
COX6B1,0.18361118218107755
COX6C,0.23489556178176826
COX7A2,0.21659842253514747
COX7A2L,0.3718692844335328
COX7C,0.273227775116611
CP,0.41180891182406393
CPB2,0.4775399716196109
CPD,0.3089127105413483
CPNE1,0.33826234977667824
CPNE2,0.28278977209788625
CPNE3,0.1984060450724941
CPOX,0.20767480866077304
CPPED1,0.34320417586962576
CPQ,0.31213902462740245
CPSF1,0.11656033853478669
CPSF2,0.09691057597824329
CPSF3,0.12363577307469845
CPSF4,0.13300043419037802
CPSF6,0.11268176986713385
CPSF7,0.13257171267140913
CPT1A,0.2903118564054944
CPT2,0.2891492460638705
CPVL,0.48832035395355133
CPXM1,0.41184780730313636
CRABP1,1.0292993486646413
CRABP2,0.4507360379213136
CRAT,0.4753886585258465
CRIP1,0.45128271970446066
CRIP2,0.25233657135858856
CRK,0.25506971072903695
CRKL,0.1697733139968995
CRMP1,0.4778350213821496
CRNKL1,0.17246276381668288
CROCC,0.2515474070570884
CRP,0.8268659930816132
CRTAP,0.3038106532386093
CRYAB,0.8142884846046041
CRYL1,0.248294774629376
CRYZ,0.32000416255736863
CRYZL1,0.16906069260344225
CS,0.21258554638804858
CSDE1,0.10771619230645213
CSE1L,0.21207057413509217
CSK,0.17734236416691113
CSNK1A1,0.17921686982608934
CSNK2A1,0.12233694762028788
CSNK2A2,0.14136946916774268
CSNK2B,0.0838176776488868
CSPG4,0.19909183459838536
CSRP1,0.32661498844339715
CSRP2,0.41931496008174307
CST3,0.2650924038051981
CSTB,0.2642746200767312
CSTF1,0.12588531543094503
CSTF2,0.14686355131863005
CSTF3,0.14143668748187818
CTBP1,0.19539424454355753
CTBP2,0.21098493317989525
CTCF,0.1499209842772878
CTDP1,0.1801168457246173
CTHRC1,0.6285653092592276
CTNNA1,0.1491270254904841
CTNNB1,0.1712963257438221
CTNNBL1,0.12849307830264037
CTNND1,0.14976107234712707
CTPS1,0.2915539688971539
CTPS2,0.29030232410979645
CTR9,0.10759095464047122
CTSA,0.20105199078657157
CTSB,0.2804711985781657
CTSC,0.2896644675480371
CTSD,0.3315305368704119
CTSH,0.2922976733160436
CTSL,0.27521983084820606
CTSS,0.38790374028303237
CTSZ,0.28545289827854115
CTTN,0.2077290980613276
CUL1,0.11537582891005643
CUL2,0.155354896976381
CUL3,0.15517103530559273
CUL4A,0.17595202848317243
CUL4B,0.17942785734645164
CUL5,0.17519828227026207
CUL7,0.20374343575955722
CUX1,0.11344674552079552
CWC15,0.12613355584104827
CWC22,0.1793023393137323
CWC27,0.20191082036517283
CWF19L1,0.23466745944906453
CXADR,0.32239444868995715
CXorf38,0.2547611882631237
CXorf56,0.16621361148325428
CYB5A,0.23866857272887804
CYB5B,0.2033929277970665
CYB5R1,0.321298872733373
CYB5R2,0.326915944740901
CYB5R3,0.23954132165388342
CYBA,0.3399998998089688
CYBB,0.38215323134741747
CYBRD1,0.3229485323346118
CYC1,0.32822959719552597
CYCS,0.3186509588137661
CYFIP1,0.1245637568723648
CYFIP2,0.2659779749922977
CYP20A1,0.17316002555880453
CYP51A1,0.26348399644483145
DAB2,0.2641444190925643
DAD1,0.1617241444435387
DAG1,0.1644708083403445
DAGLB,0.2797859926247449
DAP3,0.18418092149146295
DAPK3,0.22603347526982914
DARS,0.11643190837609503
DARS2,0.23756230693347768
DAZAP1,0.11475530860482881
DBN1,0.23202250087416448
DBNL,0.1256834161651252
DBR1,0.14655003952074405
DBT,0.2633910049382095
DCAF1,0.22008294611925203
DCAF13,0.17111437233092644
DCAF7,0.16811908675857465
DCAF8,0.2131721914309212
DCK,0.24976419742647027
DCN,0.6071779045948239
DCPS,0.20686922930172877
DCTN1,0.13007542119743712
DCTN2,0.13992055742194276
DCTN3,0.1495292675236803
DCTN4,0.12928897328644942
DCTN5,0.16147283613276098
DCTN6,0.16881766430644005
