,09-1664,61-2094,25-1312,13-1409,24-1416,29-1769,13-1489,13-1482,13-1504,13-1492,36-2530,25-2409,13-1497,OVARIAN-CONTROL.1,61-1995,13-2065,61-1918,61-2613,23-1122,24-1464,25-1322,24-1103,24-2289,13-1511,24-1431,36-1570,13-1488,24-1435,30-1887,23-1121,24-1436,13-2061,36-2537,24-1474,13-1501,OVARIAN-CONTROL.2,24-1555,24-1562,25-1628,24-1558,29-1705,OVARIAN-CONTROL.3,24-1920,30-1891,61-2008,24-1927,OVARIAN-CONTROL.4,36-2544,24-2024,29-1693,13-1485,24-2030,29-1702,24-2033,24-2298,24-1544,61-1914,25-1313,29-1766,24-2261,25-1318,36-2532,13-2059,25-2399,29-1698,09-2056,29-1688,13-1494,13-1507,29-1690,25-1631,13-1500,29-1696,29-1771,13-2066,29-1711,13-1483,24-1422,29-1763,25-2397,29-2427,29-1785,61-2088,25-1623,36-1577,29-1768,36-1569,36-2534,OVARIAN-CONTROL.5,36-2549,36-2547,36-1578,36-2542,59-2351,24-2290,59-2348,59-2352,61-1915,24-1565,59-2372,24-1548,29-1762,61-1727,25-1323,36-1580,61-1741,61-1911,13-1404,61-1907,25-1329,24-1557,61-1910,29-1770,13-1410,61-2087,29-2431,61-1724,OVARIAN-CONTROL.10,29-1710,36-1571,OVARIAN-CONTROL.6,24-1553,13-1487,OVARIAN-CONTROL.7,25-2396,36-2545,OVARIAN-CONTROL.8,25-2404,24-1430,OVARIAN-CONTROL.9,29-1697,13-2060,MeanX,MeanY,distance,log_base,FoldChange,Statistics,P-value,adjusted_p,-log10(adjusted_p)
HMGA2,-0.39062692863130954,-0.24586007045899702,1.186716582266544,0.065848336041824,-1.1188137700214116,0.43982814065000153,-0.9019726627240531,-1.3630930728053148,0.11130300656024801,-1.6781719717144583,-1.2160155130472396,-1.025949409693925,-0.5333459970214974,-0.060841283197826,-0.7829301725925606,-0.6776552826114915,-1.829828752529516,-1.2716961686309163,-0.7348053463595934,-0.2288592603954715,-0.9803931931768896,-1.1716342359077145,1.0612069859580655,-1.5920018285699176,-1.6256085272611913,-1.467625792116933,-1.643807567954742,-0.7008810992471595,-0.7723119368333041,1.8985898182711478,-1.0161196159215613,-0.8477870118267515,0.9321414750172804,1.0515508486636125,-1.4526949157619133,-1.3246830569828734,-0.7218339084008025,-1.0058357399808004,1.1997679691077825,-1.3457786535155545,-2.9765777940605864,-2.2246092635783237,-0.0204686305180415,-1.3078057007660986,-1.515727566066346,-2.5772930816745996,-1.6984516845579358,-0.2859206243460525,-0.43688814678581545,-2.1623736366765707,-0.20827350435140554,-0.52284531906571,2.0177426480320184,0.237620116379669,-1.9212213446688344,0.8660422151629554,-1.8478273205064686,-1.5770055019021558,-0.9460423366883784,-2.092484164400952,-1.7590856710078204,-1.1790410607414101,-1.886316296681324,-0.674287930705698,-1.0530340804776717,-0.8781899188843796,-2.0765509130728677,-1.4012213166172216,-2.333223064399539,0.08241378106262298,1.004730593954805,-1.117722348876878,-0.3357411651869505,0.24589061876990198,-0.39380854580707947,-0.9529669908160311,-1.2036134771696305,-2.728662742627465,1.4406573107798086,-1.0646823207975336,-1.6352675233536424,-0.4928163094135025,1.689877779341692,1.4997160914954077,0.195100497139019,-1.1228528828660436,-1.0434932803816859,-0.6740052404198473,-1.4744652622017052,-1.8128157984946278,-0.3752073920831335,-1.1897829553559567,-0.6709088632003275,-0.337304351270329,-0.642918062954151,-0.6127841560882564,-0.13834150217046948,0.381682000194453,-0.3997046815128965,1.6465820956049606,-0.3273749726895525,0.991926170678202,-0.6504448892375244,1.45565431516913,0.5102155481341856,1.4600489560055323,-0.6656195926309215,-0.296000704980074,-1.0151396941758983,-1.105928903967569,-1.305556946779244,-0.7034916364185303,-2.3337044870927306,-1.9092618146632263,-1.0768679243773365,1.677883187913976,-1.1734527994052555,-1.5553093263751459,-2.017240807121303,-0.5321246785625126,-1.347083584127001,-0.7458421041276925,-1.347266864668615,-0.8677889889067556,-0.23269697432349898,-1.128458952766088,-0.6301955320917769,-0.6926068980629935,-0.725990993407808,-0.5733817925932609,-0.6547090918206,1.8138257728729985,0.33898351735993143,-1.0637979401430238,1.000314963104604,2.0,2.0004366792411252,4.201512716224714,0.0001312040051209964,0.0006104143553757586,3.2143752614437924
IGF2BP3,-0.8049717657224894,0.598924415000515,1.169933970900664,-1.2409226460562262,-0.9451496091043134,1.2065173735406853,-1.6252971441891033,-2.208637632695795,-2.5162354621011933,0.6668158524032245,-1.1655955078180298,-2.2502509721830752,-1.2203389828950375,-1.0531758078164022,0.4585345176281235,0.5197679239011556,-1.039295099724466,-1.1075806236476664,-0.5099037558613054,-2.006767808758401,-2.191922663137625,-2.3223533585374647,-0.6831842785124435,-1.6570625133317773,-2.139776270285872,-2.304526145710113,-1.9147492172943719,-1.0712603547967217,-1.19338215904577,0.958065562179418,-1.0045214178893114,-0.2287891131459785,1.3391601547553174,2.2443838541702226,-0.9865149445690744,-1.2257064804318136,-1.6964595649183754,-0.5636234029021335,0.5071693504374435,0.7519008097649063,-1.4962570991104562,-1.960879675449374,1.5622402789312064,0.054949787173878495,-0.6649937666665611,-0.9014022179574847,-1.046021560244566,1.3076047794323915,-2.5965956251897526,-2.221046707262951,-0.3614600492496585,-0.7830435254752611,0.6127475904140565,-1.36432891864698,-1.2588625807169744,0.8584133586375775,-1.4056075167759385,-2.1849948476015753,-2.4131807038202675,-1.8868064805404525,-3.21060557120331,-3.8826224922557597,-3.439970605554454,-0.565924653610455,1.8119553882372885,-0.6594279859683155,-2.437243362535168,-1.7932891157612414,-1.621027200191199,-1.6048910420649742,0.285450892210036,-1.035772051889478,-0.6502699632361644,-0.6071511542987711,1.2819230354034186,-2.111999876574961,-1.7350769825162804,0.20143143156793103,0.9728855544813914,-0.9179935077351694,-1.1195924854147323,-0.8760079909300794,1.561509163878982,0.1959666763648435,2.24187870880417,0.27940714898245145,-1.141098152201256,-2.1505029787584142,-1.9342534079350453,-1.702957358110458,-2.8420988844706594,-2.8158754506617663,-2.6876140709992624,-0.431373531366905,-0.320813629562508,-0.7754323533136455,-1.5398027030870576,0.591753204350387,-1.6862280545026356,0.8562266918001364,0.6625787017082845,1.72222896937586,-1.5251085764025794,1.0210978007593299,-1.4495032101281966,1.3461464542810524,-1.0491419985535744,-1.1241966273791348,-1.1655731063933126,-2.451496952569289,-2.084156240756744,-1.3855712971788674,-1.4309267074887504,-0.3967344501793099,-1.6307336823020866,0.39675689706138306,-1.4686813490397153,-2.351694226238406,-2.1310058051490928,-2.443310487435497,-2.0739734086405712,-2.1394205715260006,-2.3795051445528155,-2.265530252807237,-1.8501369203831448,-0.5589475318219879,-2.312647095665609,-0.5855295938893205,-2.245707363466398,-0.5775585824451941,0.472522070361447,1.2904245932475484,0.20913382938424008,-1.1495355048839717,1.858080991648526,2.0,3.625251265819104,3.7947281040135015,0.0004577965922100392,0.0017654389859163746,2.753147287184839
MSI1,-0.6532014639382815,-1.8060574209423559,0.16783699989616702,-0.176637794966694,0.0896373054601885,0.1089671276324535,-0.13251754107130612,-0.14106103186848698,0.42240491196755997,0.8960082161407286,-0.6457652189400505,-0.5377833615631871,0.7219749196774765,-0.305559192690655,-0.0006322681424324999,-1.8797586857222615,-0.865593253018617,-0.6112760100094775,-0.1904887168225315,0.0925802873272035,0.3297015493979215,-0.1165755110729285,-1.0696737817977047,-1.7002983397104674,-1.9273218439714714,-0.187677825708085,-0.36573102452335104,-0.5268573894765926,0.052619601701705,0.961100208776812,-0.5839236362182516,-0.9637731017962596,0.26627115490547854,0.7958165863015054,-0.48394211599916653,-0.4123270161526734,-0.44085998738352056,-0.0670952857129345,0.5538022311833605,0.6709415935429854,-0.205000764338148,-0.5956957517385211,0.34575032543782347,-0.5192936257916275,-0.7664333429648309,0.1610472139309835,-0.268669754024559,-0.5837773680191525,0.2431025999114735,-1.281332110970761,-0.04681291304886451,0.097347588869897,0.7461004212126364,-0.65504890645115,0.24631090105673153,2.6292199149382056,0.2667865959813015,-0.2657433459716655,-0.5185982073683875,-1.4889202685751526,-0.8362567046958954,-0.898990275517555,-0.181616616617322,0.475536682851159,-0.6657190397572175,-0.9818604442144144,-1.0714523343850781,0.13098997741684149,-1.2973170792786788,-0.382967775975904,-0.311072156648226,-0.108625097231109,0.014581089151770501,-0.019364100013224,0.9785138881732625,-1.155434412562221,-1.9949837598048106,-1.752386393712705,1.1096220252800784,-0.8879081004187265,-0.8846485716138216,-1.1117516923098385,0.802004373419866,-1.0800873385041823,1.3111953027902101,-0.29130098639388846,-0.538793136463569,0.0246625189361055,-0.4854323537219375,-0.9513841194007109,-0.6451645758583006,-1.8012524121693065,-1.2148744670833225,-1.0783791572356591,-1.8412041487205362,-1.5083875094894874,0.49291295472874547,-0.407673735596688,-0.8279134528691335,1.4051010703550704,0.4331144536462185,1.15523106348826,-1.8980560025465294,0.041954798769522,-1.4872739979360268,1.0380848320396425,-0.4146081240646924,-0.270285137571791,0.5262747626439636,-0.333892276275655,0.180543960216587,0.5319065193127196,-0.33270744451863943,-0.452494569161784,0.6717632628157995,0.6486357887560099,-0.9828509577569396,-0.35853315940440705,-0.733825829696171,0.8022114386836954,-0.264005743558695,-0.6930195265437166,-0.025962419017544,-0.6545104391236596,-0.206632707418446,-1.4924873886185281,-0.408792893801749,0.4273601147543715,-0.384350233894468,-0.38933266364575897,0.32739180224411596,-0.6193366381032055,0.6022071048740608,-0.4928203971292372,1.0933606214375127,2.0,2.133704843837314,6.240583398574771,1.632954834780065e-07,1.8942276083448754e-06,5.7225678378410985
TSPAN8,0.4631052374338845,-0.39293169434837993,0.629348841792671,-0.773820054278629,0.9274919730009475,-0.7025106347081165,1.2689781883867368,-0.8124836619902391,-1.2986663833224827,1.5986934800122314,-0.37385476218617053,-1.0284316130294648,-1.3604098134514775,-0.8570882588914419,-0.0552185111894585,-1.4142719705207016,0.307694210047745,-0.8388547160759765,0.2523391463807665,0.32453418291463154,1.3089726001173243,0.3676719326854944,-1.2972731578149446,-1.5503818984754874,-1.6126241742377314,0.457793315901982,-0.792035223036962,-4.188094122769812,-3.5891419732886196,-1.2388410818353421,-1.8091740286780214,-0.4718017766003225,0.8435164131399576,-2.9391647572483874,0.9193630479789073,-1.4340335297819033,0.5734342221058505,-2.0906624208825995,-1.4223010944670775,-0.3202244181967795,-1.8928156352199863,-1.2693426364131741,-1.1983620612651735,-1.0297457377983086,1.1100753758775939,-3.18097418316271,-1.7762169727756059,-3.034028506960239,-1.0816693542774125,-0.9407288717724519,0.3513042004072365,-0.29468799534510404,-0.6596970874520945,-0.5458044574444949,0.6156308872251653,1.2595865990875956,0.4748625829455705,1.9871508642806046,-0.7621316148362225,-1.1324710813344925,0.37478339945260947,-0.9764158587999479,-0.022029173919142,-2.007991566862886,-2.0765803869420316,0.2846688073362665,-1.457506996981238,-1.3461975483217716,-1.804611401997639,-0.466241141631904,0.5436953556662371,-0.524064682194923,0.5030941370249455,2.007531972257565,-0.4060978187402975,-2.881457041889761,-2.6708438223763604,-2.842125197134615,0.4429875496602675,-1.4021163777015335,-0.8976668472151356,-2.6406903776299484,-1.5580094703869383,-1.0687505854663024,0.6491128179006729,-0.8049931867004845,-1.5028374081989457,-0.5721456290915045,-0.24763747236423048,0.448168620170973,0.4540324761836715,-2.2938515133800164,-2.965946057975432,0.907026017094011,-1.738051623052486,-1.0666327583319575,-0.18438429283080449,-0.12542798493777002,-0.0668377380417145,-0.06200987388211549,-0.14334479009963047,0.28957175919077105,-1.4153929349156995,1.6741007849503,-0.6408935112252475,0.16786120915396552,-0.9500018052351575,-2.108199188396045,-1.7711599851077526,-1.387402536393619,-0.025240307319825003,-3.1611335353624876,-2.8012469833461906,-2.667497777608626,-0.9520124515125107,1.640297182426276,-0.7127903017734405,-1.0693024503619661,-1.1430780637220732,0.7850752231428166,-0.462166295649032,0.7118647113520125,-0.7005772371982281,-1.7663410280991876,-0.8214680199835571,-2.506843930200848,0.137259808753043,0.1564226503050725,0.064387589168416,-0.94471674146699,-1.196923601139302,-1.4477632535849914,-0.23610608637868433,-1.4289807963320147,1.0802404025172565,2.0,2.1143883814543174,3.2749653326443324,0.002092168839569098,0.006422677806722355,2.1922838637981736
