Gene_ID,t_protein_3p_loss,t_protein_5q_amplification,t_protein_7p_amplification,t_protein_9p_loss,t_protein_14q_loss
ETFDH,0,0,0,0,0
ETFRF1,0,0,0,0,0
ETHE1,0,0,0,0,0
ETNK1,0,0,0,0,0
ETNK2,0,0,0,0,0
ETS1,0,0,0,0,0
ETV3,0,0,0,0,0
ETV6,0,0,0,0,0
EVA1B,0,0,0,0,0
EVI2B,0,0,0,0,0
EVI5,0,0,0,0,0
EVI5L,0,0,0,0,0
EVL,0,0,0,0,0
EVPL,0,0,0,0,0
EWSR1,0,0,0,0,0
EXD2,0,0,0,0,0
EXOC1,0,0,0,0,0
EXOC2,0,0,0,0,0
EXOC3,0,0,0,0,0
EXOC3L2,0,0,0,0,0
EXOC3L4,0,0,0,0,0
EXOC4,0,0,0,0,0
EXOC5,0,0,0,0,0
EXOC6,0,0,0,0,0
EXOC6B,0,0,0,0,0
EXOC7,0,0,0,0,0
EXOC8,0,0,0,0,0
EXOG,0,0,0,0,0
EXOSC1,0,0,0,0,0
EXOSC10,0,0,0,0,0
EXOSC2,0,0,0,0,0
EXOSC3,0,0,0,0,0
EXOSC4,0,0,0,0,0
EXOSC5,0,0,0,0,0
EXOSC6,0,0,0,0,0
EXOSC7,0,0,0,0,0
EXOSC8,0,0,0,0,0
EXOSC9,0,0,0,0,0
EXPH5,0,0,0,0,0
EXT2,0,0,0,0,0
EXTL2,0,0,0,0,0
EYA3,0,0,0,0,0
EZH1,0,0,0,0,0
EZR,0,0,0,0,0
F10,0,0,0,0,0
F11,0,0,0,0,0
F11R,0,0,0,0,0
F12,0,0,0,0,0
F13A1,0,0,0,0,0
F13B,0,0,0,0,0
F2,0,0,0,0,0
F2RL1,0,0,0,0,0
F3,0,0,0,0,0
F5,0,0,0,0,0
F7,0,0,0,0,0
F8,0,0,0,0,0
F8A2,0,0,0,0,0
F9,0,0,0,0,0
FAAH,0,0,0,0,0
FABP1,0,0,0,0,0
FABP3,0,0,0,0,0
FABP4,0,0,0,0,0
FABP5,0,0,0,0,0
FABP6,0,0,0,0,0
FABP7,0,0,0,0,0
FADD,0,0,0,0,0
FADS3,0,0,0,0,0
FAF1,0,0,0,0,0
FAF2,0,0,0,0,0
FAH,0,0,0,0,0
FAHD1,0,0,0,0,0
FAHD2A,0,0,0,0,0
FAHD2B,0,0,0,0,0
FAIM,0,0,0,0,0
FAM102A,0,0,0,0,0
FAM104A,0,0,0,0,0
FAM107B,0,0,0,0,0
FAM110C,0,0,0,0,0
FAM111A,0,0,0,0,0
FAM114A1,0,0,0,0,0
FAM114A2,0,0,0,0,0
FAM117B,0,0,0,0,0
FAM118A,0,0,0,0,0
FAM118B,0,0,0,0,0
FAM120A,0,0,0,0,0
FAM120B,0,0,0,0,0
FAM120C,0,0,0,0,0
FAM122A,0,0,0,0,0
FAM126A,0,0,0,0,0
FAM126B,0,0,0,0,0
FAM129A,0,0,0,0,0
FAM129B,0,0,0,0,0
FAM133B,0,0,0,0,0
FAM135A,0,0,0,0,0
FAM136A,0,0,0,0,0
FAM13A,0,0,0,0,0
FAM151A,0,0,0,0,0
FAM151B,0,0,0,0,0
FAM160A1,0,0,0,0,0
FAM160A2,0,0,0,0,0
FAM160B1,0,0,0,0,0
FAM160B2,0,0,0,0,0
FAM162A,0,0,0,0,0
FAM168A,0,0,0,0,0
FAM169A,0,0,0,0,0
FAM171A1,0,0,0,0,0
FAM172A,0,0,0,0,0
FAM174A,0,0,0,0,0
FAM177A1,0,0,0,0,0
FAM185A,0,0,0,0,0
FAM192A,0,0,0,0,0
FAM193A,0,0,0,0,0
FAM198B,0,0,0,0,0
FAM206A,0,0,0,0,0
FAM207A,0,0,0,0,0
FAM208A,0,0,0,0,0
FAM208B,0,0,0,0,0
FAM20B,0,0,0,0,0
FAM20C,0,0,0,0,0
FAM210A,0,0,0,0,0
FAM210B,0,0,0,0,0
FAM213A,0,0,0,0,0
FAM213B,0,0,0,0,0
FAM219B,0,0,0,0,0
FAM234A,0,0,0,0,0
FAM241A,0,0,0,0,0
FAM241B,0,0,0,0,0
FAM32A,0,0,0,0,0
FAM3A,0,0,0,0,0
FAM3C,0,0,0,0,0
FAM45A,0,0,0,0,0
FAM49A,0,0,0,0,0
FAM49B,0,0,0,0,0
FAM50A,0,0,0,0,0
FAM50B,0,0,0,0,0
FAM76A,0,0,0,0,0
FAM76B,0,0,0,0,0
FAM83F,0,0,0,0,0
FAM83H,0,0,0,0,0
FAM84B,0,0,0,0,0
FAM89A,0,0,0,0,0
FAM89B,0,0,0,0,0
FAM8A1,0,0,0,0,0
FAM91A1,0,0,0,0,0
FAM92A,0,0,0,0,0
FAM92B,0,0,0,0,0
FAM98A,0,0,0,0,0
FAM98B,0,0,0,0,0
FAM98C,0,0,0,0,0
FAP,0,0,0,0,0
FAR1,0,0,0,0,0
FARP1,0,0,0,0,0
FARP2,0,0,0,0,0
FARS2,0,0,0,0,0
FARSA,0,0,0,0,0
FARSB,0,0,0,0,0
FAS,0,0,0,0,0
FASN,0,0,0,0,0
FASTKD1,0,0,0,0,0
FASTKD2,0,0,0,0,0
FASTKD3,0,0,0,0,0
FASTKD5,0,0,0,0,0
FAT1,0,0,0,0,0
FAT4,0,0,0,0,0
FAU,0,0,0,0,0
FBH1,0,0,0,0,0
FBL,0,0,0,0,0
FBLIM1,0,0,0,0,0
FBLN1,0,0,0,0,0
FBLN2,0,0,0,0,0
FBLN5,0,0,0,0,0
FBLN7,0,0,0,0,0
FBN1,0,0,0,0,0
FBP1,0,0,0,0,0
FBP2,0,0,0,0,0
FBRS,0,0,0,0,0
FBXL15,0,0,0,0,0
FBXL17,0,0,0,0,0
FBXL18,0,0,0,0,0
FBXL20,0,0,0,0,0
FBXL3,0,0,0,0,0
FBXL4,0,0,0,0,0
FBXL8,0,0,0,0,0
FBXO11,0,0,0,0,0
FBXO17,0,0,0,0,0
FBXO2,0,0,0,0,0
FBXO21,0,0,0,0,0
FBXO22,0,0,0,0,0
FBXO28,0,0,0,0,0
FBXO3,0,0,0,0,0
FBXO30,0,0,0,0,0
FBXO38,0,0,0,0,0
FBXO4,0,0,0,0,0
FBXO42,0,0,0,0,0
FBXO44,0,0,0,0,0
FBXO45,0,0,0,0,0
FBXO6,0,0,0,0,0
FBXO7,0,0,0,0,0
FBXW11,0,0,0,0,0
FBXW2,0,0,0,0,0
FBXW5,0,0,0,0,0
FBXW8,0,0,0,0,0
FBXW9,0,0,0,0,0
FCER1G,0,0,0,0,0
FCF1,0,0,0,0,0
FCGBP,0,0,0,0,0
FCGR1A,0,0,0,0,0
FCGR2A,0,0,0,0,0
FCGR2B,0,0,0,0,0
FCGR3A,0,0,0,0,0
FCGRT,0,0,0,0,0
FCHO2,0,0,0,0,0
FCHSD1,0,0,0,0,0
FCHSD2,0,0,0,0,0
FCN1,0,0,0,0,0
FCN2,0,0,0,0,0
FCN3,0,0,0,0,0
FDFT1,0,0,0,0,0
FDPS,0,0,0,0,0
FDX1,0,0,0,0,0
FDX2,0,0,0,0,0
FDXR,0,0,0,0,0
FECH,0,0,0,0,0
FEM1A,0,0,0,0,0
FEM1B,0,0,0,0,0
FEN1,0,0,0,0,0
FER,0,0,0,0,0
FERMT1,0,0,0,0,0
FERMT2,0,0,0,0,0
FERMT3,0,0,0,0,0
FES,0,0,0,0,0
FETUB,0,0,0,0,0
FEZ2,0,0,0,0,0
FGA,0,0,0,0,0
FGB,0,0,0,0,0
FGD2,0,0,0,0,0
FGD3,0,0,0,0,0
FGD4,0,0,0,0,0
FGD5,0,0,0,0,0
FGD6,0,0,0,0,0
FGF1,0,0,0,0,0
FGF2,0,0,0,0,0
FGFR1OP,0,0,0,0,0
FGFR1OP2,0,0,0,0,0
FGG,0,0,0,0,0
FGGY,0,0,0,0,0
FGL1,0,0,0,0,0
FGL2,0,0,0,0,0
FGR,0,0,0,0,0
FH,0,0,0,0,0
FHIT,0,0,0,0,0
FHL1,0,0,0,0,0
FHL2,0,0,0,0,0
FHL3,0,0,0,0,0
FHL5,0,0,0,0,0
FHOD1,0,0,0,0,0
FHOD3,0,0,0,0,0
FIBP,0,0,0,0,0
FIG4,0,0,0,0,0
FILIP1,0,0,0,0,0
FILIP1L,0,0,0,0,0
FIP1L1,0,0,0,0,0
FIS1,0,0,0,0,0
FITM2,0,0,0,0,0
FIZ1,0,0,0,0,0
FKBP10,0,0,0,0,0
FKBP11,0,0,0,0,0
FKBP14,0,0,0,0,0
FKBP15,0,0,0,0,0
FKBP1A,0,0,0,0,0
FKBP2,0,0,0,0,0
FKBP3,0,0,0,0,0
FKBP4,0,0,0,0,0
FKBP5,0,0,0,0,0
FKBP7,0,0,0,0,0
FKBP8,0,0,0,0,0
FKBP9,0,0,0,0,0
FKBPL,0,0,0,0,0
FKRP,0,0,0,0,0
FLAD1,0,0,0,0,0
FLCN,0,0,0,0,0
FLI1,0,0,0,0,0
FLII,0,0,0,0,0
FLJ44635,0,0,0,0,0
FLNA,0,0,0,0,0
FLNB,0,0,0,0,0
FLNC,0,0,0,0,0
FLOT1,0,0,0,0,0
FLOT2,0,0,0,0,0
FLRT3,0,0,0,0,0
FLT1,0,0,0,0,0
FLT4,0,0,0,0,0
FLVCR2,0,0,0,0,0
FLYWCH2,0,0,0,0,0
FMC1,0,0,0,0,0
FMN1,0,0,0,0,0
FMNL1,0,0,0,0,0
FMNL2,0,0,0,0,0
FMNL3,0,0,0,0,0
FMO1,0,0,0,0,0
FMO3,0,0,0,0,0
FMO4,0,0,0,0,0
FMO5,0,0,0,0,0
FMOD,0,0,0,0,0
FMR1,0,0,0,0,0
FN1,0,0,0,0,0
FN3K,0,0,0,0,0
FN3KRP,0,0,0,0,0
FNBP1,0,0,0,0,0
FNBP1L,0,0,0,0,0
FNBP4,0,0,0,0,0
FNDC1,0,0,0,0,0
FNDC3A,0,0,0,0,0
FNDC3B,0,0,0,0,0
FNIP1,0,0,0,0,0
FNTA,0,0,0,0,0
FNTB,0,0,0,0,0
FOCAD,0,0,0,0,0
FOLH1,0,0,0,0,0
FOLR1,0,0,0,0,0
FOLR2,0,0,0,0,0
FOSL2,0,0,0,0,0
FOXC1,0,0,0,0,0
FOXJ2,0,0,0,0,0
FOXJ3,0,0,0,0,0
FOXK1,0,0,0,0,0
FOXK2,0,0,0,0,0
FOXO1,0,0,0,0,0
FOXO3,0,0,0,0,0
FOXP1,0,0,0,0,0
FOXP4,0,0,0,0,0
FOXRED1,0,0,0,0,0
FPGS,0,0,0,0,0
FPGT,0,0,0,0,0
FRA10AC1,0,0,0,0,0
FRAS1,0,0,0,0,0
FREM1,0,0,0,0,0
FREM2,0,0,0,0,0
FRG1,0,0,0,0,0
FRK,0,0,0,0,0
FRMD3,0,0,0,0,0
FRMD4A,0,0,0,0,0
FRMD8,0,0,0,0,0
FRRS1,0,0,0,0,0
FRY,0,0,0,0,0
FRYL,0,0,0,0,0
FRZB,0,0,0,0,0
FSCN1,0,0,0,0,0
FSD1L,0,0,0,0,0
FSTL1,0,0,0,0,0
FSTL5,0,0,0,0,0
FTCD,0,0,0,0,0
FTH1,0,0,0,0,0
FTL,0,0,0,0,0
FTO,0,0,0,0,0
FTSJ1,0,0,0,0,0
FTSJ3,0,0,0,0,0
FUBP1,0,0,0,0,0
FUBP3,0,0,0,0,0
FUCA1,0,0,0,0,0
FUCA2,0,0,0,0,0
FUK,0,0,0,0,0
FUNDC1,0,0,0,0,0
FUNDC2,0,0,0,0,0
FUOM,0,0,0,0,0
FUS,0,0,0,0,0
FUT11,0,0,0,0,0
FUT3,0,0,0,0,0
FUT8,0,0,0,0,0
FXN,0,0,0,0,0
FXR1,0,0,0,0,0
FXR2,0,0,0,0,0
FXYD1,0,0,0,0,0
FXYD2,0,0,0,0,0
FXYD4,0,0,0,0,0
FYB1,0,0,0,0,0
FYCO1,0,0,0,0,0
FYN,0,0,0,0,0
FYTTD1,0,0,0,0,0
FZD1,0,0,0,0,0
FZD6,0,0,0,0,0
G3BP1,0,0,0,0,0
G3BP2,0,0,0,0,0
G6PC,0,0,0,0,0
G6PC3,0,0,0,0,0
G6PD,0,0,0,0,0
GAA,0,0,0,0,0
GAB1,0,0,0,0,0
GAB2,0,0,0,0,0
GABARAP,0,0,0,0,0
GABARAPL1,0,0,0,0,0
GABARAPL2,0,0,0,0,0
GABPA,0,0,0,0,0
GABPB1,0,0,0,0,0
GABPB2,0,0,0,0,0
GADD45GIP1,0,0,0,0,0
GAK,0,0,0,0,0
GAL3ST1,0,0,0,0,0
GAL3ST4,0,0,0,0,0
GALC,0,0,0,0,0
GALE,0,0,0,0,0
GALK1,0,0,0,0,0
GALK2,0,0,0,0,0
GALM,0,0,0,0,0
GALNS,0,0,0,0,0
GALNT1,0,0,0,0,0
GALNT10,0,0,0,0,0
GALNT11,0,0,0,0,0
GALNT14,0,0,0,0,0
GALNT18,0,0,0,0,0
GALNT2,0,0,0,0,0
GALNT3,0,0,0,0,0
GALNT7,0,0,0,0,0
GALT,0,0,0,0,0
GAMT,0,0,0,0,0
GAN,0,0,0,0,0
GANAB,0,0,0,0,0
GANC,0,0,0,0,0
GAPDH,0,0,0,0,0
GAPDHS,0,0,0,0,0
GAPVD1,0,0,0,0,0
GAR1,0,0,0,0,0
GAREM1,0,0,0,0,0
GARS,0,0,0,0,0
GART,0,0,0,0,0
GAS2,0,0,0,0,0
GAS2L1,0,0,0,0,0
GAS6,0,0,0,0,0
GAS7,0,0,0,0,0
GATAD1,0,0,0,0,0
GATAD2A,0,0,0,0,0
GATAD2B,0,0,0,0,0
GATB,0,0,0,0,0
GATC,0,0,0,0,0
GATD1,0,0,0,0,0
GATD3B,0,0,0,0,0
GATM,0,0,0,0,0
GBA,0,0,0,0,0
GBA2,0,0,0,0,0
GBA3,0,0,0,0,0
GBE1,0,0,0,0,0
GBF1,0,0,0,0,0
GBP1,0,0,0,0,0
GBP2,0,0,0,0,0
GBP3,0,0,0,0,0
GBP4,0,0,0,0,0
GBP5,0,0,0,0,0
GBP7,0,0,0,0,0
GC,0,0,0,0,0
GCA,0,0,0,0,0
GCAT,0,0,0,0,0
GCC1,0,0,0,0,0
GCC2,0,0,0,0,0
GCDH,0,0,0,0,0
GCFC2,0,0,0,0,0
GCH1,0,0,0,0,0
GCHFR,0,0,0,0,0
GCLC,0,0,0,0,0
GCLM,0,0,0,0,0
GCN1,0,0,0,0,0
GCOM1,0,0,0,0,0
GCSH,0,0,0,0,0
GDA,0,0,0,0,0
GDAP1,0,0,0,0,0
GDAP2,0,0,0,0,0
GDE1,0,0,0,0,0
GDF15,0,0,0,0,0
GDI1,0,0,0,0,0
GDI2,0,0,0,0,0
GDPD1,0,0,0,0,0
GDPD3,0,0,0,0,0
GDPGP1,0,0,0,0,0
GEM,0,0,0,0,0
GEMIN2,0,0,0,0,0
GEMIN4,0,0,0,0,0
GEMIN5,0,0,0,0,0
GEMIN6,0,0,0,0,0
GEMIN7,0,0,0,0,0
GEMIN8,0,0,0,0,0
GET4,0,0,0,0,0
GFER,0,0,0,0,0
GFM1,0,0,0,0,0
GFM2,0,0,0,0,0
GFOD2,0,0,0,0,0
GFPT1,0,0,0,0,0
GFPT2,0,0,0,0,0
GFRA1,0,0,0,0,0
GGA1,0,0,0,0,0
GGA2,0,0,0,0,0
GGA3,0,0,0,0,0
GGACT,0,0,0,0,0
GGCT,0,0,0,0,0
GGCX,0,0,0,0,0
GGH,0,0,0,0,0
GGPS1,0,0,0,0,0
GGT1,0,0,0,0,0
GGT5,0,0,0,0,0
GGT7,0,0,0,0,0
GHDC,0,0,0,0,0
GHITM,0,0,0,0,0
GID4,0,0,0,0,0
GID8,0,0,0,0,0
GIGYF1,0,0,0,0,0
GIGYF2,0,0,0,0,0
GIMAP1,0,0,0,0,0
GIMAP1-GIMAP5,0,0,0,0,0
GIMAP2,0,0,0,0,0
GIMAP4,0,0,0,0,0
GIMAP6,0,0,0,0,0
GIMAP7,0,0,0,0,0
GIMAP8,0,0,0,0,0
GIPC1,0,0,0,0,0
GIPC2,0,0,0,0,0
GIPC3,0,0,0,0,0
GIT1,0,0,0,0,0
GIT2,0,0,0,0,0
GJA1,0,0,0,0,0
GJB1,0,0,0,0,0
GK,0,0,0,0,0
GKAP1,0,0,0,0,0
GKN1,0,0,0,0,0
GLA,0,0,0,0,0
GLB1,0,0,0,0,0
GLB1L,0,0,0,0,0
GLB1L2,0,0,0,0,0
GLCCI1,0,0,0,0,0
GLCE,0,0,0,0,0
GLDC,0,0,0,0,0
GLE1,0,0,0,0,0
GLG1,0,0,0,0,0
GLIPR1,0,0,0,0,0
GLIPR2,0,0,0,0,0
GLMN,0,0,0,0,0
GLMP,0,0,0,0,0
GLO1,0,0,0,0,0
GLOD4,0,0,0,0,0
GLOD5,0,0,0,0,0
GLRX,0,0,0,0,0
GLRX2,0,0,0,0,0
GLRX3,0,0,0,0,0
GLRX5,0,0,0,0,0
GLS,0,0,0,0,0
GLT8D1,0,0,0,0,0
GLTP,0,0,0,0,0
GLUD1,0,0,0,0,0
GLUD2,0,0,0,0,0
GLUL,0,0,0,0,0
GLYAT,0,0,0,0,0
GLYATL1,0,0,0,0,0
GLYCTK,0,0,0,0,0
GLYR1,0,0,0,0,0
GM2A,0,0,0,0,0
GMDS,0,0,0,0,0
GMEB1,0,0,0,0,0
GMEB2,0,0,0,0,0
GMFB,0,0,0,0,0
GMFG,0,0,0,0,0
GMIP,0,0,0,0,0
GMPPA,0,0,0,0,0
GMPPB,0,0,0,0,0
GMPR,0,0,0,0,0
GMPR2,0,0,0,0,0
GMPS,0,0,0,0,0
GNA11,0,0,0,0,0
GNA12,0,0,0,0,0
GNA13,0,0,0,0,0
GNAI1,0,0,0,0,0
GNAI2,0,0,0,0,0
GNAI3,0,0,0,0,0
GNAO1,0,0,0,0,0
GNAQ,0,0,0,0,0
GNAS,0,0,0,0,0
GNB1,0,0,0,0,0
GNB1L,0,0,0,0,0
GNB2,0,0,0,0,0
GNB3,0,0,0,0,0
GNB4,0,0,0,0,0
GNB5,0,0,0,0,0
GNE,0,0,0,0,0
GNG10,0,0,0,0,0
GNG11,0,0,0,0,0
GNG12,0,0,0,0,0
GNG2,0,0,0,0,0
GNG5,0,0,0,0,0
GNG7,0,0,0,0,0
GNL1,0,0,0,0,0
GNL2,0,0,0,0,0
GNL3,0,0,0,0,0
GNL3L,0,0,0,0,0
GNPAT,0,0,0,0,0
GNPDA1,0,0,0,0,0
GNPDA2,0,0,0,0,0
GNPNAT1,0,0,0,0,0
GNPTAB,0,0,0,0,0
GNPTG,0,0,0,0,0
GNS,0,0,0,0,0
GOLGA1,0,0,0,0,0
GOLGA2,0,0,0,0,0
GOLGA3,0,0,0,0,0
GOLGA4,0,0,0,0,0
GOLGA5,0,0,0,0,0
GOLGA7,0,0,0,0,0
GOLGB1,0,0,0,0,0
GOLIM4,0,0,0,0,0
GOLM1,0,0,0,0,0
GOLPH3,0,0,0,0,0
GOLPH3L,0,0,0,0,0
GOLT1B,0,0,0,0,0
GON7,0,0,0,0,0
GOPC,0,0,0,0,0
GORAB,0,0,0,0,0
GORASP1,0,0,0,0,0
GORASP2,0,0,0,0,0
GOSR1,0,0,0,0,0
GOSR2,0,0,0,0,0
GOT1,0,0,0,0,0
GOT2,0,0,0,0,0
GP1BA,0,0,0,0,0
GP1BB,0,0,0,0,0
GPAA1,0,0,0,0,0
GPALPP1,0,0,0,0,0
GPAT3,0,0,0,0,0
GPAT4,0,0,0,0,0
GPATCH1,0,0,0,0,0
GPATCH11,0,0,0,0,0
GPATCH2,0,0,0,0,0
GPATCH8,0,0,0,0,0
GPBP1,0,0,0,0,0
GPC1,0,0,0,0,0
GPC4,0,0,0,0,0
GPC6,0,0,0,0,0
GPCPD1,0,0,0,0,0
GPD1,0,0,0,0,0
GPD1L,0,0,0,0,0
GPD2,0,0,0,0,0
GPHN,0,0,0,0,0
GPI,0,0,0,0,0
GPKOW,0,0,0,0,0
GPLD1,0,0,0,0,0
GPN1,0,0,0,0,0
GPN2,0,0,0,0,0
GPN3,0,0,0,0,0
GPNMB,0,0,0,0,0
GPR107,0,0,0,0,0
GPR108,0,0,0,0,0
GPR137B,0,0,0,0,0
GPR180,0,0,0,0,0
GPR89A,0,0,0,0,0
GPRASP2,0,0,0,0,0
GPRC5A,0,0,0,0,0
GPRC5B,0,0,0,0,0
GPRC5C,0,0,0,0,0
GPRIN1,0,0,0,0,0
GPRIN3,0,0,0,0,0
GPS1,0,0,0,0,0
GPS2,0,0,0,0,0
GPSM1,0,0,0,0,0
GPSM3,0,0,0,0,0
GPT,0,0,0,0,0
GPT2,0,0,0,0,0
GPX1,0,0,0,0,0
GPX3,0,0,0,0,0
GPX4,0,0,0,0,0
GPX7,0,0,0,0,0
GPX8,0,0,0,0,0
GRAMD1A,0,0,0,0,0
GRAMD2B,0,0,0,0,0
GRAMD4,0,0,0,0,0
GRAP,0,0,0,0,0
GRAP2,0,0,0,0,0
GRB10,0,0,0,0,0
GRB14,0,0,0,0,0
GRB2,0,0,0,0,0
GRB7,0,0,0,0,0
GRHPR,0,0,0,0,0
GRIPAP1,0,0,0,0,0
GRK2,0,0,0,0,0
GRK5,0,0,0,0,0
GRK6,0,0,0,0,0
GRN,0,0,0,0,0
GRPEL1,0,0,0,0,0
GRPEL2,0,0,0,0,0
GRSF1,0,0,0,0,0
GRTP1,0,0,0,0,0
GRWD1,0,0,0,0,0
GSAP,0,0,0,0,0
GSDMD,0,0,0,0,0
GSDME,0,0,0,0,0
GSE1,0,0,0,0,0
GSK3A,0,0,0,0,0
GSK3B,0,0,0,0,0
GSKIP,0,0,0,0,0
GSN,0,0,0,0,0
GSPT1,0,0,0,0,0
GSPT2,0,0,0,0,0
GSR,0,0,0,0,0
GSS,0,0,0,0,0
GSTA1,0,0,0,0,0
GSTA2,0,0,0,0,0
GSTA4,0,0,0,0,0
GSTCD,0,0,0,0,0
GSTK1,0,0,0,0,0
GSTM1,0,0,0,0,0
GSTM2,0,0,0,0,0
GSTM3,0,0,0,0,0
GSTM4,0,0,0,0,0
GSTM5,0,0,0,0,0
GSTO1,0,0,0,0,0
GSTP1,0,0,0,0,0
GSTT1,0,0,0,0,0
GSTT2B,0,0,0,0,0
GSTZ1,0,0,0,0,0
GTDC1,0,0,0,0,0
GTF2A1,0,0,0,0,0
GTF2A2,0,0,0,0,0
GTF2B,0,0,0,0,0
GTF2E1,0,0,0,0,0
GTF2E2,0,0,0,0,0
GTF2F1,0,0,0,0,0
GTF2F2,0,0,0,0,0
GTF2H1,0,0,0,0,0
GTF2H2C_2,0,0,0,0,0
GTF2H3,0,0,0,0,0
GTF2H4,0,0,0,0,0
GTF2H5,0,0,0,0,0
GTF2I,0,0,0,0,0
GTF3A,0,0,0,0,0
GTF3C1,0,0,0,0,0
GTF3C2,0,0,0,0,0
GTF3C3,0,0,0,0,0
GTF3C4,0,0,0,0,0
GTF3C5,0,0,0,0,0
GTF3C6,0,0,0,0,0
GTPBP1,0,0,0,0,0
GTPBP10,0,0,0,0,0
GTPBP2,0,0,0,0,0
GTPBP3,0,0,0,0,0
GTPBP4,0,0,0,0,0
GTPBP6,0,0,0,0,0
GTPBP8,0,0,0,0,0
GUCY1A1,0,0,0,0,0
GUCY1A2,0,0,0,0,0
GUCY1B1,0,0,0,0,0
GUF1,0,0,0,0,0
GUK1,0,0,0,0,0
GULP1,0,0,0,0,0
GUSB,0,0,0,0,0
GXYLT1,0,0,0,0,0
GYG1,0,0,0,0,0
GYPA,0,0,0,0,0
GYPC,0,0,0,0,0
GYS1,0,0,0,0,0
GZF1,0,0,0,0,0
GZMA,0,0,0,0,0
GZMH,0,0,0,0,0
GZMK,0,0,0,0,0
GZMM,0,0,0,0,0
H1F0,0,0,0,0,0
H1FX,0,0,0,0,0
H2AFX,0,0,0,0,0
H2AFY,0,0,0,0,0
H2AFY2,0,0,0,0,0
H2AFZ,0,0,0,0,0
H3F3A,0,0,0,0,0
H6PD,0,0,0,0,0
HAAO,0,0,0,0,0
HABP2,0,0,0,0,0
HABP4,0,0,0,0,0
HACD2,0,0,0,0,0
HACD3,0,0,0,0,0
HACE1,0,0,0,0,0
HACL1,0,0,0,0,0
HADH,0,0,0,0,0
HADHA,0,0,0,0,0
HADHB,0,0,0,0,0
HAGH,0,0,0,0,0
HAGHL,0,0,0,0,0
HAO2,0,0,0,0,0
HAPLN1,0,0,0,0,0
HAPLN3,0,0,0,0,0
HARS,0,0,0,0,0
HARS2,0,0,0,0,0
HAT1,0,0,0,0,0
HAUS1,0,0,0,0,0
HAUS2,0,0,0,0,0
HAUS3,0,0,0,0,0
HAUS4,0,0,0,0,0
HAUS5,0,0,0,0,0
HAUS6,0,0,0,0,0
HAUS7,0,0,0,0,0
HAUS8,0,0,0,0,0
HAVCR1,0,0,0,0,0
HAVCR2,0,0,0,0,0
HAX1,0,0,0,0,0
HBA2,0,0,0,0,0
HBB,0,0,0,0,0
HBD,0,0,0,0,0
HBE1,0,0,0,0,0
HBG1,0,0,0,0,0
HBG2,0,0,0,0,0
HBM,0,0,0,0,0
HBP1,0,0,0,0,0
HBQ1,0,0,0,0,0
HBS1L,0,0,0,0,0
HBZ,0,0,0,0,0
HCCS,0,0,0,0,0
HCFC1,0,0,0,0,0
HCFC2,0,0,0,0,0
HCK,0,0,0,0,0
HCLS1,0,0,0,0,0
HDAC1,0,0,0,0,0
HDAC10,0,0,0,0,0
HDAC11,0,0,0,0,0
HDAC2,0,0,0,0,0
HDAC3,0,0,0,0,0
HDAC4,0,0,0,0,0
HDAC5,0,0,0,0,0
HDAC6,0,0,0,0,0
HDAC7,0,0,0,0,0
HDAC8,0,0,0,0,0
HDDC2,0,0,0,0,0
HDDC3,0,0,0,0,0
HDGF,0,0,0,0,0
HDGFL2,0,0,0,0,0
HDGFL3,0,0,0,0,0
HDHD2,0,0,0,0,0
HDHD3,0,0,0,0,0
HDHD5,0,0,0,0,0
HDLBP,0,0,0,0,0
HEATR1,0,0,0,0,0
HEATR3,0,0,0,0,0
HEATR5A,0,0,0,0,0
HEATR5B,0,0,0,0,0
HEATR6,0,0,0,0,0
HEBP1,0,0,0,0,0
HEBP2,0,0,0,0,0
HECA,0,0,0,0,0
HECTD1,0,0,0,0,0
HECTD3,0,0,0,0,0
HECTD4,0,0,0,0,0
HECW1,0,0,0,0,0
HECW2,0,0,0,0,0
HEG1,0,0,0,0,0
HELZ,0,0,0,0,0
HELZ2,0,0,0,0,0
HEPH,0,0,0,0,0
HERC1,0,0,0,0,0
HERC2,0,0,0,0,0
HERC3,0,0,0,0,0
HERC4,0,0,0,0,0
HERC5,0,0,0,0,0
HERPUD1,0,0,0,0,0
HES1,0,0,0,0,0
HEXA,0,0,0,0,0
HEXB,0,0,0,0,0
HEXDC,0,0,0,0,0
HEXIM1,0,0,0,0,0
HEXIM2,0,0,0,0,0
HFE,0,0,0,0,0
HGD,0,0,0,0,0
HGF,0,0,0,0,0
HGFAC,0,0,0,0,0
HGH1,0,0,0,0,0
HGS,0,0,0,0,0
HGSNAT,0,0,0,0,0
HHLA2,0,0,0,0,0
HIBADH,0,0,0,0,0
HIBCH,0,0,0,0,0
HIC1,0,0,0,0,0
HID1,0,0,0,0,0
HIF1AN,0,0,0,0,0
HIGD1A,0,0,0,0,0
HIGD2A,0,0,0,0,0
HIKESHI,0,0,0,0,0
HILPDA,0,0,0,0,0
HINT1,0,0,0,0,0
HINT2,0,0,0,0,0
HINT3,0,0,0,0,0
HIP1,0,0,0,0,0
HIP1R,0,0,0,0,0
HIPK2,0,0,0,0,0
HIRA,0,0,0,0,0
HIRIP3,0,0,0,0,0
HIST1H1B,0,0,0,0,0
HIST1H1C,0,0,0,0,0
HIST1H1D,0,0,0,0,0
HIST1H1E,0,0,0,0,0
